Filename,Valid_Extension
5348024557504833_f1908_chunk_0_subchunk_1_3_5_4_1.wav,True
5348024557505703_f1227_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557505050_f481_chunk_2_subchunk_1_3_4_1.mp3,False
5348024557505998_f825_chunk_0_subchunk_1_5_4_1.wav,True
5348024557505461_f253_chunk_9_subchunk_1_3_4_5_1.mp3,False
5348024557505399_f701_chunk_3_subchunk_1_3_4_5_1.mp3,False
5348024557504888_f2187_chunk_0_subchunk_1_3_4_1.wav,True
5348024557506105_f1126_chunk_0_subchunk_1_4_3_5_1.mp3,False
5348024557505399_f701_chunk_21_subchunk_1_3_5_4_1.mp3,False
5348024557505445_f627_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505564_f237_chunk_4_subchunk_1_3_5_1.mp3,False
5348024557506020_f67_chunk_1_subchunk_1_3_4_5.wav,True
5348024557505564_f237_chunk_2_subchunk_1_4_3_1.wav,True
5348024557505189_f1193_chunk_0_subchunk_1_4_3_1.wav,True
5348024557504819_f22_chunk_2_subchunk_1_4_3_1.mp3,False
5348024557505243_f1461_chunk_0_subchunk_1_5_3_1.mp3,False
5348024557505108_f43_chunk_1_subchunk_1_3_5_4_1.wav,True
5348024557505335_f460_chunk_0_subchunk_1_4_3_5.wav,True
5348024557506146_f745_chunk_8_subchunk_1_5_4_1.wav,True
5348024557505447_f630_chunk_11_subchunk_1_3_4_1.wav,True
5348024557505272_f76_chunk_5_subchunk_1_4_5_3_1.wav,True
5348024557506047_f1866_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505564_f237_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505729_f646_chunk_3_subchunk_1_3_4_5_1.wav,True
5348024557505850_f112_chunk_1_subchunk_1_5_4_3_1.mp3,False
5348024557505457_f264_chunk_4_subchunk_1_3_5_1.wav,True
5348024557505241_f1462_chunk_0_subchunk_1_5_3_1.wav,True
5348024557505278_f243_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557504799_f422_chunk_7_subchunk_1_4_5_3.wav,True
5348024557505796_f708_chunk_19_subchunk_1_4_3_5_1.mp3,False
5348024557505917_f622_chunk_1_subchunk_1_5_4_3_1.wav,True
5348024557506091_f120_chunk_8_subchunk_1_3_5_1.mp3,False
5348024557505366_f1129_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505797_f149_chunk_1_subchunk_1_5_3_4_1.mp3,False
5348024557504926_f109_chunk_3_subchunk_1_3_5_4_1.wav,True
5348024557505180_f1437_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557505115_f44_chunk_0_subchunk_1_3_4_1.wav,True
5348024557504849_f2211_chunk_0_subchunk_1_4_3_1.mp3,False
5348024557506021_f68_chunk_2_subchunk_1_3_4_5_1.mp3,False
5348024557505115_f44_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505281_f443_chunk_9_subchunk_1_5_4_3_1.wav,True
5348024557504923_f457_chunk_0_subchunk_1_4_3_5.wav,True
5348024557505859_f111_chunk_0_subchunk_1_3_4_1.wav,True
5348024557505926_f493_chunk_1_subchunk_1_3_5_1.mp3,False
5348024557505454_f91_chunk_5_subchunk_1_4_3_1.mp3,False
5348024557505003_f1675_chunk_2_subchunk_1_3_5_4_1.wav,True
5348024557505796_f708_chunk_30_subchunk_1_5_3_4_1.mp3,False
5348024557505526_f1404_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557505281_f443_chunk_9_subchunk_1_5_4_3_1.mp3,False
5348024557505945_f1176_chunk_0_subchunk_1_3_5_4_1.mp3,False
5348024557506035_f231_chunk_2_subchunk_1_5_3_4_1.wav,True
5348024557506003_f1555_chunk_0_subchunk_1_4_3_5_1.mp3,False
5348024557505346_f335_chunk_5_subchunk_1_5_4_1.mp3,False
5348024557505284_f446_chunk_8_subchunk_1_4_3_5_1.wav,True
5348024557504870_f345_chunk_6_subchunk_1_3_4_5_1.wav,True
5348024557504866_f130_chunk_3_subchunk_1_5_3_4_1.wav,True
5348024557505797_f149_chunk_16_subchunk_1_5_4_1.mp3,False
5348024557505725_f1230_chunk_0_subchunk_1_5_3_4_1.wav,True
5348024557504811_f482_chunk_5_subchunk_1_4_3_5_1.wav,True
5348024557504932_f110_chunk_2_subchunk_1_5_4_3_1.mp3,False
5348024557505278_f243_chunk_5_subchunk_1_4_3_1.wav,True
5348024557506091_f120_chunk_3_subchunk_1_4_5_1.mp3,False
5348024557504931_f313_chunk_2_subchunk_1_4_5_1.mp3,False
5348024557505551_f1408_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557505691_f398_chunk_3_subchunk_1_5_4_1.mp3,False
5348024557505555_f58_chunk_4_subchunk_1_5_4_3_1.wav,True
5348024557505447_f630_chunk_9_subchunk_1_4_5_3_1.mp3,False
5348024557506099_f324_chunk_4_subchunk_1_3_4_1.wav,True
5348024557504870_f345_chunk_1_subchunk_1_5_3_4_1.wav,True
5348024557506108_f1597_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557505387_f184_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557505399_f701_chunk_33_subchunk_1_4_5_3.wav,True
5348024557506141_f180_chunk_1_subchunk_1_3_4_5_1.mp3,False
5348024557505399_f701_chunk_34_subchunk_1_3_4_1.wav,True
5348024557506091_f120_chunk_1_subchunk_1_3_4_1.wav,True
5348024557505687_f394_chunk_2_subchunk_1_3_5_4_1.mp3,False
5348024557505284_f446_chunk_0_subchunk_1_3_5_4_1.mp3,False
5348024557505030_f1144_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557504844_f1907_chunk_0_subchunk_1_5_3_4_1.wav,True
5348024557504845_f1683_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557505345_f339_chunk_2_subchunk_1_4_3_5_1.mp3,False
5348024557506087_f321_chunk_2_subchunk_1_5_4_3.wav,True
5348024557504811_f482_chunk_2_subchunk_1_4_5_3_1.wav,True
5348024557505114_f434_chunk_1_subchunk_1_4_5_3_1.wav,True
5348024557505668_f957_chunk_0_subchunk_1_4_5_1.wav,True
5348024557504879_f654_chunk_6_subchunk_1_3_4_5_1.mp3,False
5348024557505964_f54_chunk_2_subchunk_1_5_3_1.mp3,False
5348024557505445_f627_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557505447_f630_chunk_10_subchunk_1_4_5_1.wav,True
5348024557505829_f2156_chunk_1_subchunk_1_3_4_5_1.wav,True
5348024557504811_f482_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557506030_f437_chunk_1_subchunk_1_3_4_5_1.wav,True
5348024557505258_f1470_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505399_f701_chunk_19_subchunk_1_5_4_1.mp3,False
5348024557505746_f6_chunk_1_subchunk_1_4_5_1.wav,True
5348024557506141_f180_chunk_0_subchunk_1_4_3_1.wav,True
5348024557505404_f700_chunk_1_subchunk_1_4_5_3_1.mp3,False
5348024557504807_f23_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557504931_f313_chunk_4_subchunk_1_5_3_1.mp3,False
5348024557505917_f622_chunk_9_subchunk_1_5_4_3.wav,True
5348024557505646_f2016_chunk_0_subchunk_1_5_3_4_1.wav,True
5348024557505330_f124_chunk_5_subchunk_1_5_4_3_1.wav,True
5348024557505335_f460_chunk_2_subchunk_1_5_4_3_1.mp3,False
5348024557505444_f626_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557504799_f422_chunk_3_subchunk_1_3_5_1.wav,True
5348024557505926_f493_chunk_3_subchunk_1_4_5_1.mp3,False
5348024557505822_f2138_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557504926_f109_chunk_17_subchunk_1_4_3_1.wav,True
5348024557505614_f476_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505189_f1193_chunk_0_subchunk_1_4_3_1.mp3,False
5348024557504931_f313_chunk_4_subchunk_1_5_3_1.wav,True
5348024557505564_f237_chunk_7_subchunk_1_4_5_1.wav,True
5348024557505213_f439_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557504923_f457_chunk_2_subchunk_1_5_3_4_1.wav,True
5348024557505040_f421_chunk_0_subchunk_1_3_5_4_1.wav,True
5348024557505628_f157_chunk_1_subchunk_1_3_5_4_1.wav,True
5348024557506035_f231_chunk_0_subchunk_1_5_3_1.wav,True
5348024557505399_f701_chunk_28_subchunk_1_4_3_1.wav,True
5348024557505006_f774_chunk_0_subchunk_1_5_3_4_1.wav,True
5348024557505282_f444_chunk_0_subchunk_1_4_3_5_1.wav,True
5348024557505964_f54_chunk_1_subchunk_1_4_3_5_1.wav,True
5348024557505818_f1827_chunk_0_subchunk_1_3_4_5_1.wav,True
5348024557505822_f2138_chunk_0_subchunk_1_5_4_1.wav,True
5348024557504926_f109_chunk_2_subchunk_1_4_3_1.wav,True
5348024557506043_f616_chunk_1_subchunk_1_5_3_1.wav,True
5348024557505003_f1675_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557504811_f482_chunk_7_subchunk_1_3_4_1.mp3,False
5348024557506146_f745_chunk_4_subchunk_1_3_5_4.wav,True
5348024557505399_f701_chunk_5_subchunk_1_5_4_1.mp3,False
5348024557505760_f1603_chunk_0_subchunk_1_4_5_1.wav,True
5348024557505282_f444_chunk_9_subchunk_1_4_3_5_1.wav,True
5348024557505447_f630_chunk_11_subchunk_1_3_4_1.mp3,False
5348024557505681_f594_chunk_2_subchunk_1_4_5_1.wav,True
5348024557505796_f708_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557505571_f492_chunk_1_subchunk_1_5_3_4_1.mp3,False
5348024557506146_f745_chunk_1_subchunk_1_3_5_4_1.mp3,False
5348024557504866_f130_chunk_7_subchunk_1_3_4_1.wav,True
5348024557505300_f2142_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557505305_f1899_chunk_0_subchunk_1_3_5_4_1.wav,True
5348024557504841_f1682_chunk_0_subchunk_1_4_5_3_1.mp3,False
5348024557505461_f253_chunk_2_subchunk_1_5_4_3_1.wav,True
5348024557505270_f75_chunk_3_subchunk_1_5_4_3_1.wav,True
5348024557506146_f745_chunk_0_subchunk_1_5_4_1.wav,True
5348024557504870_f345_chunk_10_subchunk_1_5_4_1.wav,True
5348024557506001_f1186_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505282_f444_chunk_8_subchunk_1_3_5_4_1.mp3,False
5348024557506121_f2112_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505597_f2002_chunk_0_subchunk_1_5_4_1.wav,True
5348024557505531_f1178_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505898_f840_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505551_f1408_chunk_0_subchunk_1_4_5_3_1.mp3,False
5348024557505927_f244_chunk_9_subchunk_1_4_3_1.wav,True
5348024557504883_f128_chunk_3_subchunk_1_4_3_5_1.mp3,False
5348024557505927_f244_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505433_f1651_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557504837_f2210_chunk_0_subchunk_1_5_4_1.wav,True
5348024557504926_f109_chunk_16_subchunk_1_4_5_3_1.mp3,False
5348024557505596_f1621_chunk_0_subchunk_1_4_3_5_1.wav,True
5348024557504942_f456_chunk_9_subchunk_1_3_5_4_1.wav,True
5348024557505796_f708_chunk_12_subchunk_1_5_3_4_1.mp3,False
5348024557505235_f1458_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557506047_f1866_chunk_0_subchunk_1_5_4_1.wav,True
5348024557505693_f595_chunk_0_subchunk_1_5_4_3.wav,True
5348024557504931_f313_chunk_5_subchunk_1_3_4_1.wav,True
5348024557505634_f389_chunk_2_subchunk_1_4_3_5_1.mp3,False
5348024557505333_f125_chunk_3_subchunk_1_5_3_4_1.wav,True
5348024557504883_f128_chunk_9_subchunk_1_5_3_1.wav,True
5348024557505632_f158_chunk_3_subchunk_1_3_4_1.wav,True
5348024557505418_f1636_chunk_0_subchunk_1_5_3_4.wav,True
5348024557505342_f653_chunk_1_subchunk_1_3_4_1.wav,True
5348024557506013_f827_chunk_0_subchunk_1_4_3_5_1.wav,True
5348024557506021_f68_chunk_2_subchunk_1_3_4_5_1.wav,True
5348024557505096_f433_chunk_0_subchunk_1_3_5_1.mp3,False
5348024557504866_f130_chunk_6_subchunk_1_5_4_1.wav,True
5348024557504799_f422_chunk_2_subchunk_1_3_5_4_1.wav,True
5348024557505967_f228_chunk_2_subchunk_1_3_5_1.mp3,False
5348024557505564_f237_chunk_6_subchunk_1_4_3_5.wav,True
5348024557505074_f1689_chunk_0_subchunk_1_4_3_5_1.wav,True
5348024557506099_f324_chunk_6_subchunk_1_4_3_5_1.mp3,False
5348024557504926_f109_chunk_4_subchunk_1_4_3_5_1.mp3,False
5348024557505750_f409_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505859_f111_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505461_f253_chunk_5_subchunk_1_4_5_1.wav,True
5348024557505796_f708_chunk_37_subchunk_1_3_4_5.wav,True
5348024557505990_f1427_chunk_0_subchunk_1_4_5_3.wav,True
5348024557505644_f2017_chunk_0_subchunk_1_4_5_1.mp3,False
5348024557505278_f243_chunk_1_subchunk_1_5_3_4_1.mp3,False
5348024557505797_f149_chunk_7_subchunk_1_5_4_1.wav,True
5348024557504940_f567_chunk_4_subchunk_1_3_4_5_1.wav,True
5348024557505180_f1437_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557504926_f109_chunk_2_subchunk_1_4_3_1.mp3,False
5348024557505797_f149_chunk_3_subchunk_1_4_3_5_1.wav,True
5348024557505457_f264_chunk_4_subchunk_1_3_5_1.mp3,False
5348024557504897_f1821_chunk_0_subchunk_1_3_5_4_1.wav,True
5348024557505216_f633_chunk_4_subchunk_1_3_5_4.wav,True
5348024557504926_f109_chunk_28_subchunk_1_5_4_3_1.mp3,False
5348024557505850_f112_chunk_2_subchunk_1_3_5_1.mp3,False
5348024557505282_f444_chunk_2_subchunk_1_5_4_3_1.mp3,False
5348024557504942_f456_chunk_6_subchunk_1_3_5_4_1.wav,True
5348024557505454_f91_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505555_f58_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505747_f5_chunk_0_subchunk_1_5_4_1.wav,True
5348024557505457_f264_chunk_0_subchunk_1_4_5_3_1.mp3,False
5348024557506075_f571_chunk_2_subchunk_1_5_4_1.mp3,False
5348024557505796_f708_chunk_18_subchunk_1_3_5_1.wav,True
5348024557504799_f422_chunk_5_subchunk_1_4_5_1.wav,True
5348024557505588_f1997_chunk_0_subchunk_1_4_5_3_1.mp3,False
5348024557505680_f160_chunk_0_subchunk_1_5_4_3_1.mp3,False
5348024557505746_f6_chunk_0_subchunk_1_3_5_1.wav,True
5348024557505457_f264_chunk_7_subchunk_1_3_4_5_1.wav,True
5348024557505927_f244_chunk_5_subchunk_1_3_5_1.mp3,False
5348024557505628_f157_chunk_0_subchunk_1_5_4_1.wav,True
5348024557504799_f422_chunk_4_subchunk_1_5_3_1.wav,True
5348024557506075_f571_chunk_3_subchunk_1_4_5_1.wav,True
5348024557505589_f2000_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505281_f443_chunk_8_subchunk_1_4_5_3_1.mp3,False
5348024557505850_f112_chunk_2_subchunk_1_3_5_1.wav,True
5348024557505278_f243_chunk_7_subchunk_1_5_4_3_1.wav,True
5348024557504879_f654_chunk_5_subchunk_1_3_5_4.wav,True
5348024557506092_f323_chunk_2_subchunk_1_3_5_4_1.mp3,False
5348024557504942_f456_chunk_6_subchunk_1_3_5_4_1.mp3,False
5348024557505333_f125_chunk_5_subchunk_1_4_3_1.mp3,False
5348024557505886_f1564_chunk_0_subchunk_1_3_5_1.wav,True
5348024557505281_f443_chunk_1_subchunk_1_5_4_1.wav,True
5348024557506043_f616_chunk_2_subchunk_1_4_3_1.mp3,False
5348024557505964_f54_chunk_3_subchunk_1_5_4_3_1.mp3,False
5348024557505284_f446_chunk_5_subchunk_1_3_4_5_1.mp3,False
5348024557505797_f149_chunk_6_subchunk_1_4_5_3_1.mp3,False
5348024557506147_f694_chunk_0_subchunk_1_4_5_1.wav,True
5348024557505070_f1350_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557505774_f2151_chunk_1_subchunk_1_4_3_5_1.wav,True
5348024557505899_f1479_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505006_f774_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505929_f1385_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505642_f2018_chunk_0_subchunk_1_5_3_1.wav,True
5348024557506023_f230_chunk_2_subchunk_1_3_5_4.wav,True
5348024557505774_f2151_chunk_0_subchunk_1_3_4_5_1.wav,True
5348024557505725_f1230_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505216_f633_chunk_1_subchunk_1_5_4_3_1.mp3,False
5348024557504879_f654_chunk_1_subchunk_1_5_4_3_1.mp3,False
5348024557505590_f2229_chunk_0_subchunk_1_3_4_1.mp3,False
5348024557505450_f255_chunk_1_subchunk_1_4_5_3_1.wav,True
5348024557505415_f851_chunk_0_subchunk_1_5_4_3_1.wav,True
5348024557505796_f708_chunk_10_subchunk_1_3_4_5_1.wav,True
5348024557505342_f653_chunk_2_subchunk_1_4_5_1.mp3,False
5348024557505615_f475_chunk_0_subchunk_1_4_3_1.mp3,False
5348024557505687_f394_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505796_f708_chunk_7_subchunk_1_3_5_1.mp3,False
5348024557506075_f571_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505632_f158_chunk_4_subchunk_1_4_5_1.wav,True
5348024557506075_f571_chunk_1_subchunk_1_3_4_1.mp3,False
5348024557505346_f335_chunk_8_subchunk_1_3_4_5_1.mp3,False
5348024557506118_f2109_chunk_0_subchunk_1_4_3_5_1.mp3,False
5348024557504866_f130_chunk_10_subchunk_1_5_3_4_1.mp3,False
5348024557504883_f128_chunk_7_subchunk_1_5_4_3_1.wav,True
5348024557504827_f1904_chunk_0_subchunk_1_3_5_4_1.mp3,False
5348024557505284_f446_chunk_6_subchunk_1_4_3_1.wav,True
5348024557506063_f1867_chunk_0_subchunk_1_3_5_4_1.wav,True
5348024557505676_f593_chunk_0_subchunk_1_3_5_1.wav,True
5348024557504942_f456_chunk_13_subchunk_1_3_4_5_1.wav,True
5348024557504836_f1611_chunk_0_subchunk_1_5_3_1.mp3,False
5348024557505632_f158_chunk_2_subchunk_1_5_4_3_1.mp3,False
5348024557505335_f460_chunk_6_subchunk_1_3_4_1.mp3,False
5348024557505850_f112_chunk_4_subchunk_1_5_4_3_1.mp3,False
5348024557504926_f109_chunk_3_subchunk_1_3_5_4_1.mp3,False
5348024557505345_f339_chunk_9_subchunk_1_4_5_1.mp3,False
5348024557505746_f6_chunk_5_subchunk_1_4_5_1.wav,True
5348024557504882_f344_chunk_2_subchunk_1_4_3_5_1.mp3,False
5348024557505284_f446_chunk_5_subchunk_1_3_4_5_1.wav,True
5348024557504992_f33_chunk_1_subchunk_1_4_5_1.mp3,False
5348024557505927_f244_chunk_8_subchunk_1_5_4_3_1.wav,True
5348024557505049_f197_chunk_1_subchunk_1_4_5_1.wav,True
5348024557506116_f2111_chunk_0_subchunk_1_3_4_5_1.mp3,False
5348024557505287_f236_chunk_6_subchunk_1_4_5_3.wav,True
5348024557505454_f91_chunk_4_subchunk_1_5_4_1.wav,True
5348024557505333_f125_chunk_4_subchunk_1_3_4_5_1.wav,True
5348024557505457_f264_chunk_2_subchunk_1_5_4_1.wav,True
5348024557505404_f700_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505919_f241_chunk_3_subchunk_1_4_3_5_1.wav,True
5348024557505213_f439_chunk_1_subchunk_1_5_4_1.mp3,False
5348024557505313_f1900_chunk_0_subchunk_1_4_5_1.mp3,False
5348024557504926_f109_chunk_18_subchunk_1_5_4_1.wav,True
5348024557505829_f2156_chunk_1_subchunk_1_3_4_5_1.mp3,False
5348024557506146_f745_chunk_2_subchunk_1_4_3_1.wav,True
5348024557505408_f1201_chunk_0_subchunk_1_3_5_1.mp3,False
5348024557505282_f444_chunk_8_subchunk_1_3_5_4_1.wav,True
5348024557505425_f1519_chunk_0_subchunk_1_3_4_5.wav,True
5348024557505572_f621_chunk_0_subchunk_1_3_5_1.mp3,False
5348024557505796_f708_chunk_28_subchunk_1_3_5_4_1.mp3,False
5348024557505746_f6_chunk_7_subchunk_1_3_5_1.mp3,False
5348024557505681_f594_chunk_2_subchunk_1_4_5_1.mp3,False
5348024557506023_f230_chunk_1_subchunk_1_4_5_3_1.wav,True
5348024557504802_f200_chunk_0_subchunk_1_4_5_3_1.wav,True
5348024557504992_f33_chunk_3_subchunk_1_4_3_5_1.wav,True
5348024557505744_f648_chunk_2_subchunk_1_3_4_5_1.mp3,False
5348024557506099_f324_chunk_0_subchunk_1_4_5_3_1.mp3,False
5348024557505216_f633_chunk_11_subchunk_1_4_5_3_1.wav,True
5348024557505300_f2142_chunk_0_subchunk_1_3_4_5_1.wav,True
5348024557504926_f109_chunk_21_subchunk_1_3_4_1.mp3,False
5348024557505284_f446_chunk_7_subchunk_1_4_5_3_1.wav,True
5348024557505926_f493_chunk_6_subchunk_1_5_3_1.wav,True
5348024557505454_f91_chunk_5_subchunk_1_4_3_1.wav,True
5348024557505278_f243_chunk_3_subchunk_1_3_5_4_1.wav,True
5348024557506091_f120_chunk_2_subchunk_1_3_5_4_1.mp3,False
5348024557505399_f701_chunk_32_subchunk_1_4_5_1.wav,True
5348024557505746_f6_chunk_8_subchunk_1_4_5_3_1.wav,True
5348024557504986_f426_chunk_0_subchunk_1_3_5_1.wav,True
5348024557505106_f613_chunk_1_subchunk_1_4_3_5_1.mp3,False
5348024557505850_f112_chunk_0_subchunk_1_5_3_1.wav,True
5348024557505313_f1900_chunk_0_subchunk_1_4_5_1.wav,True
5348024557505712_f1135_chunk_0_subchunk_1_5_4_1.mp3,False
5348024557505926_f493_chunk_2_subchunk_1_5_3_4_1.wav,True
5348024557506021_f68_chunk_3_subchunk_1_3_4_5_1.wav,True
5348024557505927_f244_chunk_4_subchunk_1_3_5_1.wav,True
5348024557505278_f243_chunk_7_subchunk_1_5_4_3_1.mp3,False
5348024557505346_f335_chunk_5_subchunk_1_5_4_1.wav,True
5348024557505967_f228_chunk_1_subchunk_1_3_4_5_1.wav,True
5348024557505927_f244_chunk_11_subchunk_1_5_3_4_1.wav,True
5348024557505356_f990_chunk_0_subchunk_1_5_3_4_1.mp3,False
5348024557505213_f439_chunk_1_subchunk_1_5_4_1.wav,True
5348024557506021_f68_chunk_0_subchunk_1_4_3_5_1.mp3,False
5348024557505616_f478_chunk_0_subchunk_1_5_3_4_1.mp3,False
