Reference,Hypothesis,WER
क्या आठ छः शून्य सात चार सात छः,क्या आठ छः शून्य सात चार सात छः,0.0
फ़ोन नम्बर सात सात आठ पाँच पाँच सात सात छः चार,फ़ोन नम्बर सात सात आठ पाँच पाँच सात सात छः चार,0.0
टीका प्रमाणपत्र डाउनलोड करने के लिए कृपया आपके पंजीकृत फ़ोन नम्बर आठ एक पाँच चार,टीका प्रमाणपत्र डाउनलोड करने के लिए कृपया आपके पंजीकृत फ़ोन नम्बर आठ एक पाँच चार,0.0
nan,nan,0.0
दरभंगा समस्तीपुर,दरभंगा समस्तीपुर,0.0
हिंदी हमारी राष्ट्र,हिंदी हमारी राष्ट्र,0.0
हिंदी,हिंदी,0.0
सभी को बोलनी आती है जिससे हम,सभी को बोलनी आती है जिससे हम,0.0
कोई संकोच नहीं करते आसानी से हम अपनी बातों को दूसरे को समझा सकते हैं और लैंग्वेज में कठिनाई होती है सभी को नहीं आ रही होती है जैसे,कोई संकोच नहीं करते आसानी से हम अपनी बातों को दूसरे को समझा सकते हैं और लैंग्वेज में कठिनाई होती है सभी को नहीं आ रही होती है जैसे,0.0
और इंटरेस्टिंग क्या है आप जब भी हिंदी में कुछ बोलते हो तो,और इंटरेस्टिंग क्या है आप जब भी हिंदी में कुछ बोलते हो तो,0.0
में और निखार लाते हैं और अपनी भाषा को अच्छे से अच्छे शब्दों से सुशोभित करके तब आप,में और निखार लाते हैं और अपनी भाषा को अच्छे से अच्छे शब्दों से सुशोभित करके तब आप,0.0
और हिंदी भाषा बहुत,और हिंदी भाषा बहुत,0.0
इसमें गीत संगीत भी सुन तो सुनने में बहुत आनंद आनंद आता,इसमें गीत संगीत भी सुन तो सुनने में बहुत आनंद आनंद आता,0.0
मैं थोड़ी सफाई की,मैं थोड़ी सफाई की,0.0
पड़े धोने के लिए पानी की पूरे दिन आवश्यकता होती रहती,पड़े धोने के लिए पानी की पूरे दिन आवश्यकता होती रहती,0.0
और मैं प्लांट्स लगा रखी हूँ तो मुझे उन प्लांट्स के लिए भी पानी की आवश्यकती,और मैं प्लांट्स लगा रखी हूँ तो मुझे उन प्लांट्स के लिए भी पानी की आवश्यकती,0.0
तो मैं वेस्ट नहीं करती,तो मैं वेस्ट नहीं करती,0.0
मुझे शादी वियाह विवाह में अपने क्षेत्र के पारम्परिक गीत गाना बहुत पसंद है,मुझे शादी वियाह विवाह में अपने क्षेत्र के पारम्परिक गीत गाना बहुत पसंद है,0.0
nan,nan,0.0
हमारे स्टेट के,हमारे स्टेट के,0.0
लेकिन जो पढ़े लिखे लोग हैं वह,लेकिन जो पढ़े लिखे लोग हैं वह,0.0
वह इन सब,वह इन सब,0.0
वह शिक्षा को,वह शिक्षा को,0.0
तो,तो,0.0
जिसके,जिसके,0.0
समाज का धीरे धीरे,समाज का धीरे धीरे,0.0
विद्यमान है जो कि एक क्रू कुप्रथा है जिसके तहत जाति का वर्गीकरण किया जाता है और इसके तहत जो निम्न वर्ग,विद्यमान है जो कि एक क्रू कुप्रथा है जिसके तहत जाति का वर्गीकरण किया जाता है और इसके तहत जो निम्न वर्ग,0.0
अब लोग शिक्षित हो रहे हैं,अब लोग शिक्षित हो रहे हैं,0.0
जाति प्रथा को,जाति प्रथा को,0.0
का साहस होता जा रहा है जाति,का साहस होता जा रहा है जाति,0.0
लेकिन,लेकिन,0.0
गाँव सबके,गाँव सबके,0.0
वर्ण,वर्ण,0.0
छूआ छूत,छूआ छूत,0.0
भावना वि माइंड में,भावना वि माइंड में,0.0
मुझे मुंशी प्रेमचंद के द्वारा रचित पुस्तकें बहुत पसंद हैं जिसमें,मुझे मुंशी प्रेमचंद के द्वारा रचित पुस्तकें बहुत पसंद हैं जिसमें,0.0
इसमें,इसमें,0.0
मुझे ईदगाह की कहानी,मुझे ईदगाह की कहानी,0.0
जिसमें एक बच्चे,जिसमें एक बच्चे,0.0
जो माँ द्वारा प्राप्त पैसों से मेला घूमने जाता है और वहाँ मेला में उसके जितने पैसे,जो माँ द्वारा प्राप्त पैसों से मेला घूमने जाता है और वहाँ मेला में उसके जितने पैसे,0.0
तो इस कहानी के माध्यम से पुत्र और माँ और पुत्र के प्रेम की,तो इस कहानी के माध्यम से पुत्र और माँ और पुत्र के प्रेम की,0.0
प्रेमचंद द्वारा रचित पुस्तकों,प्रेमचंद द्वारा रचित पुस्तकों,0.0
पूस की रात,पूस की रात,0.0
इंसान की कहानी दिखाई बताई गई है जिसमें उसने पूस की,इंसान की कहानी दिखाई बताई गई है जिसमें उसने पूस की,0.0
हिंदू देवताओं के नग्न चित्रण और भारत माता के नग्न चित्रण सहित,हिंदू देवताओं के नग्न चित्रण और भारत माता के नग्न चित्रण सहित,0.0
रंगीला नाइन्टीन नाइन्टी फ़ाइव की बॉक्स ऑफ़िस पर,रंगीला नाइन्टीन नाइन्टी फ़ाइव की बॉक्स ऑफ़िस पर,0.0
मैं अरिजीत के गाने सुनना,मैं अरिजीत के गाने सुनना,0.0
क्या आप मुझे कल मेरी मुलाकात,क्या आप मुझे कल मेरी मुलाकात,0.0
मैं लाना ग्रीन बोर्ड ग्रीन टी कुबेर इंडस्ट्रीज़ डिज़्नी प्रिंटेड कैनवस लॉन्ड्री बैग और बेल्ला,मैं लाना ग्रीन बोर्ड ग्रीन टी कुबेर इंडस्ट्रीज़ डिज़्नी प्रिंटेड कैनवस लॉन्ड्री बैग और बेल्ला,0.0
क्या मिल्टन श्रेणी में,क्या मिल्टन श्रेणी में,0.0
मेरे महाराष्ट्र ग्रामीण बैंक,मेरे महाराष्ट्र ग्रामीण बैंक,0.0
पिछले सात महीनों की,पिछले सात महीनों की,0.0
वर्तमान में बठिंडा ज़िले में कोई,वर्तमान में बठिंडा ज़िले में कोई,0.0
मैं ज़िले मैसूर में सशुल्क टीका ढूँढने की कोशिश,मैं ज़िले मैसूर में सशुल्क टीका ढूँढने की कोशिश,0.0
nan,nan,0.0
nan,nan,0.0
नहीं ऐसा एक्सपीरियंस मुझे nheen हुआ है,नहीं ऐसा एक्सपीरियंस मुझे nheen हुआ है,0.0
मैं मानती हूँ कि हमारा जो युवा प्रजन में है वह भी हमारे klchrl प्रैक्टिस को phॉlo करते हैं यह सही nheen है कि वह लोग मानते नहीं हैं लेकिन उन लोगों का तरीका थोड़ा अलग हो सकता है,मैं मानती हूँ कि हमारा जो युवा प्रजन में है वह भी हमारे klchrl प्रैक्टिस को phॉlo करते हैं यह सही nheen है कि वह लोग मानते नहीं हैं लेकिन उन लोगों का तरीका थोड़ा अलग हो सकता है,0.0
नहीं ऐसा कोई ऑर्गनाइजेशन नहीं hai,नहीं ऐसा कोई ऑर्गनाइजेशन नहीं hai,0.0
मेरे एरिया का कुछ लोकगीत है bihoo झुमुर और बोडो और karbi लोगों का जो लोकल संगीत है वह है,मेरे एरिया का कुछ लोकगीत है bihoo झुमुर और बोडो और karbi लोगों का जो लोकल संगीत है वह है,0.0
nheen है,nheen है,0.0
is बारे में मेरी जानकारी नहीं है,is बारे में मेरी जानकारी नहीं है,0.0
हमारे राज्य में जो काजीरंगा राष्ट्रीय उद्यान hai उसमें जो वन हॉर्न राइनों है वह बाकी स्तेत में नहीं पाए jate हैं,हमारे राज्य में जो काजीरंगा राष्ट्रीय उद्यान hai उसमें जो वन हॉर्न राइनों है वह बाकी स्तेत में नहीं पाए jate हैं,0.0
दूल्हा शहद सबसे मीठा और सबसे achchha होता है,दूल्हा शहद सबसे मीठा और सबसे achchha होता है,0.0
यह पाम वैली के पास rashtreey राजमार्ग सात से जुड़ा है,यह पाम वैली के पास rashtreey राजमार्ग सात से जुड़ा है,0.0
क्या बाउंटी seeज़ज़lrs डिलीवर करते हैं,क्या बाउंटी seeज़ज़lrs डिलीवर करते हैं,0.0
aakhiree सूचीबद्ध चीज़ को मिटा दो,aakhiree सूचीबद्ध चीज़ को मिटा दो,0.0
क्या bingo पोटैटो चिप्स पर कोई ऑफ़र है,क्या bingo पोटैटो चिप्स पर कोई ऑफ़र है,0.0
डिलीवर कि गई चीज़ों में aary आर्गेनिक जेगरी पाउडर के कुछ डिब्बे गायब हैं,डिलीवर कि गई चीज़ों में aary आर्गेनिक जेगरी पाउडर के कुछ डिब्बे गायब हैं,0.0
क्या आप मेरे क्रेडिट kard और वाई फ़ाई बिल का अगले छ महीनों के लिए svth भुगतान कर सकते हैं,क्या आप मेरे क्रेडिट kard और वाई फ़ाई बिल का अगले छ महीनों के लिए svth भुगतान कर सकते हैं,0.0
क्या आप इस kyoo आर kod को स्कैन कर सकते हैं और मेरे मध्यांचल ग्रामीण बैंक खाते को प्रमाणित कर सकते हैं,क्या आप इस kyoo आर kod को स्कैन कर सकते हैं और मेरे मध्यांचल ग्रामीण बैंक खाते को प्रमाणित कर सकते हैं,0.0
mere ई पी एफ़ o पंजीकृत मोबाइल नम्बर छ पाँच तीन नौ आठ तीन आठ नौ पाँच सात चार पर ओ टी पी दोबारा भेजें,mere ई पी एफ़ o पंजीकृत मोबाइल नम्बर छ पाँच तीन नौ आठ तीन आठ नौ पाँच सात चार पर ओ टी पी दोबारा भेजें,0.0
मोबाइल नम्बर आठ सात नौ नौ दो नौ पाँच सात शून्य छः char के lie कोविन में लॉगिन करने के लिए ओ टी पी आठ चार paँch चार छः शून्य है,मोबाइल नम्बर आठ सात नौ नौ दो नौ पाँच सात शून्य छः char के lie कोविन में लॉगिन करने के लिए ओ टी पी आठ चार paँch चार छः शून्य है,0.0
pkshee,pkshee,0.0
chhod़o,chhod़o,0.0
मैं seeniree,मैं seeniree,0.0
जो है वह अच्छी तरह से ड्रॉ कर सकती हूँ कलर कॉम्बिनेशन मेरा achchha होता है पर मैं jb कोई फोटो,जो है वह अच्छी तरह से ड्रॉ कर सकती हूँ कलर कॉम्बिनेशन मेरा achchha होता है पर मैं jb कोई फोटो,0.0
पिक्चर्स होता है और ड्रॉ करने ke लिए बैठती हूँ तब मेरा,पिक्चर्स होता है और ड्रॉ करने ke लिए बैठती हूँ तब मेरा,0.0
हैर और चीन तक का ड्राइंग अच्छा रहता है लेकिन jb मैं नाक पर आती हूँ तब मेरा वह नाक अच्छा नहीं होता है इसलिए मैं कोई पिक्चर्स ड्रॉ करना nheen चाहती हूँ seenree,हैर और चीन तक का ड्राइंग अच्छा रहता है लेकिन jb मैं नाक पर आती हूँ तब मेरा वह नाक अच्छा नहीं होता है इसलिए मैं कोई पिक्चर्स ड्रॉ करना nheen चाहती हूँ seenree,0.0
ड्रॉ करना मुझे अच्छा lgta है,ड्रॉ करना मुझे अच्छा lgta है,0.0
हाँ हमारे गाँव में एक तालाब है और us तालाब का पानी हम,हाँ हमारे गाँव में एक तालाब है और us तालाब का पानी हम,0.0
खेती करने ke लिए इस्तेमाल करते हैं,खेती करने ke लिए इस्तेमाल करते हैं,0.0
औ बारिश के दिनों में हम उसको बांध डाल कर वह पूरा स्टोर करके रखते हैं और सर जब grmiyon ke दिनों में हम जब एग्रीकल्चर खेती करने के लिए जाते हैं तब वह बांध छो छोटा सा usko,औ बारिश के दिनों में हम उसको बांध डाल कर वह पूरा स्टोर करके रखते हैं और सर जब grmiyon ke दिनों में हम जब एग्रीकल्चर खेती करने के लिए जाते हैं तब वह बांध छो छोटा सा usko,0.0
जो part होता है वह निकालते हैं पूरा नहीं निकालते हैं और छोटा sa बाएँ निकाल कर उसका पानी हम थोड़ा थोड़ा इस्तेमाल करके हम एग्री एग्रीकल्चर करते हैं,जो part होता है वह निकालते हैं पूरा नहीं निकालते हैं और छोटा sa बाएँ निकाल कर उसका पानी हम थोड़ा थोड़ा इस्तेमाल करके हम एग्री एग्रीकल्चर करते हैं,0.0
हमारे गाँव में म्हार लोग रहते हैं vh म्हार जो है वह मारवाड़ बनाते हैं मारवाड़ यानी बाम्बू के,हमारे गाँव में म्हार लोग रहते हैं vh म्हार जो है वह मारवाड़ बनाते हैं मारवाड़ यानी बाम्बू के,0.0
लगाते थे वह bhat,लगाते थे वह bhat,0.0
भर कर vhaँ जो जहाँ पर वह यह करते कट करते थे n वह घर पर लाने के लिए वह खोटले men डाल कर घर पर ले कर आते थे,भर कर vhaँ जो जहाँ पर वह यह करते कट करते थे n वह घर पर लाने के लिए वह खोटले men डाल कर घर पर ले कर आते थे,0.0
yh जो आर्ट है वह हमारे गाँव का फ़ems आर्ट है और वह लोग अपने बच्चों को वह सिखाते ही हैं क्योंकि हिन्दू धर्म के lie हमारे जो कल्चर के लिए हम वह भारवाड हमें वह चाहिए होता है,yh जो आर्ट है वह हमारे गाँव का फ़ems आर्ट है और वह लोग अपने बच्चों को वह सिखाते ही हैं क्योंकि हिन्दू धर्म के lie हमारे जो कल्चर के लिए हम वह भारवाड हमें वह चाहिए होता है,0.0
बाम्बू से बनाते hain,बाम्बू से बनाते hain,0.0
vh मारवाड़ हमें शादी के लिए यूज़ करना pd़ta है उसमें पंखा बनाते हैं और एक थैली बनाते हैं पंखा जो है उसमें दुल्हन को वारा डालते हैं,vh मारवाड़ हमें शादी के लिए यूज़ करना pd़ta है उसमें पंखा बनाते हैं और एक थैली बनाते हैं पंखा जो है उसमें दुल्हन को वारा डालते हैं,0.0
और मारवड़ वह thailee जो होती है उसमें जो दुल्हा होता है उसमें दिया रखते हैं और दुल्हे को अंदर लेते हैं और एक होती hai वह,और मारवड़ वह thailee जो होती है उसमें जो दुल्हा होता है उसमें दिया रखते हैं और दुल्हे को अंदर लेते हैं और एक होती hai वह,0.0
एक पैक जैसा होता है पर्स जैसे उसमें जो दुल्हन के सभी knghee काजल,एक पैक जैसा होता है पर्स जैसे उसमें जो दुल्हन के सभी knghee काजल,0.0
गहने वह सब उसमें डालकर व पर्स जैसी होती है न vh जाते समय देते हैं,गहने वह सब उसमें डालकर व पर्स जैसी होती है न vh जाते समय देते हैं,0.0
भारवड़ जो हिन्दू dhrm के लिए,भारवड़ जो हिन्दू dhrm के लिए,0.0
यूज़ करना ही पड़ता hai और वह जेनरेशन तक जनरेशन वह चालू है,यूज़ करना ही पड़ता hai और वह जेनरेशन तक जनरेशन वह चालू है,0.0
और वह लोग मारवाड़ ही नहीं बल्कि वह सुप्ली bnate हैं वह जो चौबा कोंकणी में हम चौबा खोटलो कहते हैं वह बनाते हैं वह khotle में हम,और वह लोग मारवाड़ ही नहीं बल्कि वह सुप्ली bnate हैं वह जो चौबा कोंकणी में हम चौबा खोटलो कहते हैं वह बनाते हैं वह khotle में हम,0.0
aadi के लोग भात जो,aadi के लोग भात जो,0.0
मैं फोंडा ताल्लुका में रहती hooँ फोंडा ताल्लुका में,मैं फोंडा ताल्लुका में रहती hooँ फोंडा ताल्लुका में,0.0
है जो doosre गाँव में पहुँचता है,है जो doosre गाँव में पहुँचता है,0.0
हमारे गाँव में तालाब नदी और तीन चार ऐसे स्पॉट हैं जो hm झरने कहते हैं,हमारे गाँव में तालाब नदी और तीन चार ऐसे स्पॉट हैं जो hm झरने कहते हैं,0.0
उस झरने पर hm जा कर,उस झरने पर hm जा कर,0.0
bhut सारा,bhut सारा,0.0
mज़a करते हैं,mज़a करते हैं,0.0
और जब भी yhaँ पर टूरिस्ट आते हैं तो वह,और जब भी yhaँ पर टूरिस्ट आते हैं तो वह,0.0
यहाँ जो भी स्पॉट हैं वह देखते हैं और hmare गाँव के नज़दीक ही सावेवेरे gaँv हैं वहाँ पर जाते हैं,यहाँ जो भी स्पॉट हैं वह देखते हैं और hmare गाँव के नज़दीक ही सावेवेरे gaँv हैं वहाँ पर जाते हैं,0.0
एक बार जब टूरिस्ट यहाँ pr आए थे उनके साथ हमने घूमना पसंद किया और hm उनके साथ वहाँ सावेवेरे गाँव में गए वहाँ का जो नदी में,एक बार जब टूरिस्ट यहाँ pr आए थे उनके साथ हमने घूमना पसंद किया और hm उनके साथ वहाँ सावेवेरे गाँव में गए वहाँ का जो नदी में,0.0
ek तालाब के अंदर,ek तालाब के अंदर,0.0
अनंतदेव का टेम्पल है वह vhaँ pr देखा और हम स्पाइस फार्म देखने के लिए गए उन टूरिस्ट के साथ,अनंतदेव का टेम्पल है वह vhaँ pr देखा और हम स्पाइस फार्म देखने के लिए गए उन टूरिस्ट के साथ,0.0
खांडेपार से paँch किलोमीटर हमारा गाँव है,खांडेपार से paँch किलोमीटर हमारा गाँव है,0.0
वहाँ pr हमने,वहाँ pr हमने,0.0
तरह तरह ke,तरह तरह ke,0.0
स्पाइसेस के paudhe देखें,स्पाइसेस के paudhe देखें,0.0
वहाँ जाने के लिए बीच में एक talab लगता है और उन us तालाब के ऊपर से उन्होंने लकड़ियों का,वहाँ जाने के लिए बीच में एक talab लगता है और उन us तालाब के ऊपर से उन्होंने लकड़ियों का,0.0
वह ब्रिज bnaya था,वह ब्रिज bnaya था,0.0
और us तालाब में,और us तालाब में,0.0
कमल की trh तरह के,कमल की trh तरह के,0.0
phool खिले हुए थे,phool खिले हुए थे,0.0
पल कलर के पिंक कलर के और वाइट कलर के और उन्होंने usmen हंस का भी जोड़ा छोड़ा हुआ tha,पल कलर के पिंक कलर के और वाइट कलर के और उन्होंने usmen हंस का भी जोड़ा छोड़ा हुआ tha,0.0
और जो भी टूरिस्ट वहाँ पर आते the उन टूरिस्ट को बोटिंग करने को भी मिलता था और उन्होंने,और जो भी टूरिस्ट वहाँ पर आते the उन टूरिस्ट को बोटिंग करने को भी मिलता था और उन्होंने,0.0
मेरे गाँव का नाम भागुरमे hai और भागुरमे गाँव ऐसा गाँव है,मेरे गाँव का नाम भागुरमे hai और भागुरमे गाँव ऐसा गाँव है,0.0
एलीफेंट राइडिंग एलीफेंट राइडिंग भी करने के लिए दो एलीफेंट वहाँ पर रखे hue थे,एलीफेंट राइडिंग एलीफेंट राइडिंग भी करने के लिए दो एलीफेंट वहाँ पर रखे hue थे,0.0
और वहाँ का खाना बहुत ही अच्छा होता था aur मिट्टी के बर्तन men पका कर लोगों को सर्व करते हैं,और वहाँ का खाना बहुत ही अच्छा होता था aur मिट्टी के बर्तन men पका कर लोगों को सर्व करते हैं,0.0
उनका वह जो पानी मिलता था उस वहाँ ka वह नदी वह झरने का होता था और vh झरने ka पानी वह मिट्टी के बर्तन में ढँक कर रखते थे और,उनका वह जो पानी मिलता था उस वहाँ ka वह नदी वह झरने का होता था और vh झरने ka पानी वह मिट्टी के बर्तन में ढँक कर रखते थे और,0.0
वह घर पर andr नहीं रखते हैं वह bahr रखते थे पौधे के नीचे और इतना ठंडा होता था जैसे की फ़्रिज का पानी,वह घर पर andr नहीं रखते हैं वह bahr रखते थे पौधे के नीचे और इतना ठंडा होता था जैसे की फ़्रिज का पानी,0.0
इतना meetha और ठंडा होता था,इतना meetha और ठंडा होता था,0.0
जब हम वहाँ पर उन टूरिस्ट के साथ में vhaँ पर दिन स्पेंड किया न,जब हम वहाँ पर उन टूरिस्ट के साथ में vhaँ पर दिन स्पेंड किया न,0.0
सच्ची में hm कभी भी,सच्ची में hm कभी भी,0.0
bhoolenge नहीं,bhoolenge नहीं,0.0
schchee में सभी,schchee में सभी,0.0
जो लोग आते हैं वह कहते hain क्लाइमेट के लिए और टूरिस्ट स्पॉट जो हम कहते हैं,जो लोग आते हैं वह कहते hain क्लाइमेट के लिए और टूरिस्ट स्पॉट जो हम कहते हैं,0.0
यहाँ भरे pd़e हैं,यहाँ भरे pd़e हैं,0.0
हमारे गाँव men गाँव में और मेरे घर के ही पास जो डेन है,हमारे गाँव men गाँव में और मेरे घर के ही पास जो डेन है,0.0
वह dekhne के लिए बहुत सारे टूरिस्ट आते हैं,वह dekhne के लिए बहुत सारे टूरिस्ट आते हैं,0.0
डेन इतना bd़a है,डेन इतना bd़a है,0.0
अंदर जाने को rasta,अंदर जाने को rasta,0.0
हमारे यहाँ पर कोई ऐसा हाउस नहीं है जो लोग यहाँ पर रेंट के लिए रह सकते हैं लेकिन हमारे khandepar गाँव है न vhaँ पर,हमारे यहाँ पर कोई ऐसा हाउस नहीं है जो लोग यहाँ पर रेंट के लिए रह सकते हैं लेकिन हमारे khandepar गाँव है न vhaँ पर,0.0
pharms है,pharms है,0.0
फार्म वहाँ पर फार्म में लोगों ne छोटे छोटे हाउसेस बना कर रेंट पर दिए हैं pr नाइट के लिए वन थाउजेंड फाइव हंड्रेड ऐसा रेट होता है,फार्म वहाँ पर फार्म में लोगों ne छोटे छोटे हाउसेस बना कर रेंट पर दिए हैं pr नाइट के लिए वन थाउजेंड फाइव हंड्रेड ऐसा रेट होता है,0.0
agr उनको फ़ूड प्रोवाइड किया तो ज़्यादा पैसा लगता है लेकिन वहाँ पर सौ log ही रह सकते हैं अगर ज़्यादा लोग रहने को आए न तो वह,agr उनको फ़ूड प्रोवाइड किया तो ज़्यादा पैसा लगता है लेकिन वहाँ पर सौ log ही रह सकते हैं अगर ज़्यादा लोग रहने को आए न तो वह,0.0
एक फार्म se दूसरे फार्म ओपा फार्म एक है वहाँ पर लोगों को छोड़ देते हैं,एक फार्म se दूसरे फार्म ओपा फार्म एक है वहाँ पर लोगों को छोड़ देते हैं,0.0
एक जाँच में पाया गया कि उन्होंने आत्महत्या कर ली thee लेकिन कुछ लोग इन पर विवाद करते हैं aur मानते हैं कि यह एक दुर्घटना थी,एक जाँच में पाया गया कि उन्होंने आत्महत्या कर ली thee लेकिन कुछ लोग इन पर विवाद करते हैं aur मानते हैं कि यह एक दुर्घटना थी,0.0
इस प्रकार यह दिन दुनियाभर में गुरु नानक जयंती के roop में जाना जाता hai और भारत में भी एक सार्वजनिक अवकाश है,इस प्रकार यह दिन दुनियाभर में गुरु नानक जयंती के roop में जाना जाता hai और भारत में भी एक सार्वजनिक अवकाश है,0.0
