filename,ground_truth,normalized_transcripts,domain
5348024557509055_f95_chunk_8_subchunk_1.wav,और पुस्तक हाथ में होता,और पुस्तक हाथ में होता,The general domain of the speech dataset is 'Conversation'.
5348024557509055_f95_chunk_9_subchunk_1.wav,लेकिन जब हम ई-बुक [E-Book] पढ़ते हैं तो हम एक मौबाइल [Mobile] फ़ौन [Phone] या कम्प्यूटर [Computer] स्क्रिन [Screen],लेकिन जब हम ई-बुक [E-Book] पढ़ते हैं तो हम एक मौबाइल [Mobile] फ़ौन [Phone] या कम्प्यूटर [Computer] स्क्रिन [Screen],The domain of the speech dataset is 'Education'.
5348024557509056_f542_chunk_0_subchunk_1.wav,मुझे गाना सुनना बहुत पसंद है गाना सुनकर उसके बोल याद रख कर फिर उस गाने को गुनगुनाना मुझे बहुत पसंद #$%है इस मैं तो ज़्या</b>दा[START]तर हिंदी सिनेमा स<b>िनेमा के गाने और भजन गाना पसंद करती हूँ एकदम सही बात है,मुझे गाना सुनना बहुत पसंद है गाना सुनकर उसके बोल याद रख कर फिर उस गाने को गुनगुनाना मुझे बहुत पसंद #$%है इस मैं तो ज़्यादा[START]तर हिंदी सिनेमा सिनेमा के गाने और भजन गाना पसंद करती हूँ एकदम सही बात है,The general domain of the speech dataset is 'Conversation'.
5348024557509056_f542_chunk_1_subchunk_1.wav,ज़्यादातर</b> मैं जब रसोई करत[START]ी हूँ तो मै<b>ं भजन गाना पसंद करती हूँ उस समय मैं,ज़्यादातर मैं जब रसोई करत[START]ी हूँ तो मैं भजन गाना पसंद करती हूँ उस समय मैं,Conversation
5348024557509056_f542_chunk_2_subchunk_1.wav,हैं बोल उसके है पसंद बहुत मुझे वह है भजन एक का जी जगन्नाथ हूँ करती पसंद बहुत,हैं बोल उसके है पसंद बहुत मुझे वह है भजन एक का जी जगन्नाथ हूँ करती पसंद बहुत,The general domain of the speech dataset is 'Conversation'.
5348024557509056_f542_chunk_3_subchunk_1.wav,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgn</b>nath मेरे पास hain और [<b>START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgnnath मेरे पास hain और [START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,The general domain of the speech dataset is 'Music'.
5348024557509056_f542_chunk_4_subchunk_1.wav,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,The general domain of the speech dataset is 'Conversation'.
5348024557509061_f543_chunk_0_subchunk_1.wav,ओडिसा भा#$%रत के पूर्व में <b>एक रा</b>ज्य[START] है,ओडिसा भा#$%रत के पूर्व में एक राज्य[START] है,Geography
5348024557509061_f543_chunk_10_subchunk_1.wav,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,The general domain of the speech dataset is 'News'.
5348024557509061_f543_chunk_1_subchunk_1.wav,के पूर्व बंगा[STA<b>RT]ल kee खाड़ी है यहाँ चार</b> सौ पचास किलोमीटर की समुद्र #$%तट,के पूर्व बंगा[START]ल kee खाड़ी है यहाँ चार सौ पचास किलोमीटर की समुद्र #$%तट,The general domain of the speech dataset is 'Geography'.
5348024557509061_f543_chunk_2_subchunk_1.wav,क#$%</b>ी[START] खा<b>ड़ी,क#$%ी[START] खाड़ी,"The provided transcript does not contain enough information to determine a specific domain, as it consists of a single fragment that appears to be incomplete or garbled. Without additional context or content, it is difficult to categorize it accurately. 

However, if we consider ""खाड़ी"" (which translates to ""bay"" in English), it might suggest a geographical or environmental context, but this is speculative at best.

Given the limitations, I would suggest categorizing it as **'Unclear'** due to the lack of coherent content. If more context were provided, a more accurate domain could be determined."
5348024557509061_f543_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हैं,यह बिल्कुल गलत है।।हैं,The domain of the speech dataset is likely 'Conversation'.
5348024557509061_f543_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।था गया बदल भूग</b>ोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते <b>साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,यह बिल्कुल गलत है।।था गया बदल भूगोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,The general domain of the speech dataset is 'Weather'.
5348024557509061_f543_chunk_5_subchunk_1.wav,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,The general domain of the speech dataset is 'News'.
5348024557509061_f543_chunk_6_subchunk_1.wav,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,The general domain of the speech dataset is 'Weather'.
5348024557509061_f543_chunk_7_subchunk_1.wav,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,The domain of the speech dataset is 'Education'.
5348024557509061_f543_chunk_8_subchunk_1.wav,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,The domain of the speech dataset is 'Education'.
5348024557509061_f543_chunk_9_subchunk_1.wav,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,The general domain of the speech dataset is 'Conversation'.
5348024557509070_f1276_chunk_0_subchunk_1.wav,ब</b>िल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,बिल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,The general domain of the speech dataset is 'Conversation'.
5348024557509071_f1142_chunk_0_subchunk_1.wav,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,The general domain of the speech dataset is 'Conversation'.
5348024557509072_f773_chunk_0_subchunk_1.wav,suprbhat क्या चल रहा रहा,suprbhat क्या चल रहा रहा,Conversation
5348024557509073_f1091_chunk_0_subchunk_1.wav,आज कौन सा सप्ताह,आज कौन सा सप्ताह,Conversation
5348024557509078_f1616_chunk_0_subchunk_1.wav,क्षमा<b> करें आपके kart [C</b>art] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,क्षमा करें आपके kart [Cart] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,The domain of the speech dataset is 'Customer Service'.
5348024557509079_f1271_chunk_0_subchunk_1.wav,क्या मैं अपनी #$%डिलीवरी तारीख को उ<b>न्नीस बारह</b> दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,क्या मैं अपनी #$%डिलीवरी तारीख को उन्नीस बारह दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,The general domain of the speech dataset is 'Conversation'.
5348024557509080_f1272_chunk_0_subchunk_1.wav,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,The general domain of the speech dataset is 'Banking'.
5348024557509081_f1273_chunk_0_subchunk_1.wav,जोड़ से[START] खा#$%ते baink बै</b>ंक कैनरा मेरे रुपये सौ छः में वॉ<b>लेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,जोड़ से[START] खा#$%ते baink बैंक कैनरा मेरे रुपये सौ छः में वॉलेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,The domain of the speech dataset is 'Conversation'.
5348024557509085_f1275_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,The general domain of the speech dataset is 'Conversation'.
5348024557509087_f1274_chunk_0_subchunk_1.wav,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,The general domain of the speech dataset is 'Conversation'.
5348024557509088_f1143_chunk_0_subchunk_1.wav,,,"The transcript provided is ""nan,"" which does not contain any meaningful content to analyze. Therefore, it's not possible to determine a specific domain based on this input. If you have a more complete transcript or additional context, please provide it for analysis."
5348024557509091_f1280_chunk_0_subchunk_1.wav,,,"The transcript provided is ""nan,"" which does not contain any discernible content or context. Therefore, it is not possible to determine the general domain of the speech dataset based on this input. If there is a different transcript or additional context available, please provide that for analysis."
5348024557509104_f18_chunk_0_subchunk_1.wav,कर्नाटक महाराष्ट्र please please note पंजाब,कर्नाटक महाराष्ट्र please please note पंजाब,The general domain of the speech dataset is 'Conversation'.
5348024557509104_f18_chunk_1_subchunk_1.wav,for,for,"The provided transcript is incomplete and consists only of the word ""for."" Therefore, it does not provide enough context to determine the general domain of the speech dataset. If you have a more complete transcript or additional information, please share it for a more accurate analysis."
5348024557509104_f18_chunk_2_subchunk_1.wav,,,"The transcript provided is ""nan,"" which does not contain any discernible content to analyze. Therefore, I cannot determine a specific domain for this speech dataset. If you have a more detailed or complete transcript, please provide it for analysis."
5348024557509104_f18_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।</b>[START]बि<b>#$%हार,यह बिल्कुल गलत है।।[START]बि#$%हार,The general domain of the speech dataset is 'Conversation'.
5348024557509104_f18_chunk_4_subchunk_1.wav,bilkul है। एकदम,bilkul है। एकदम,Conversation
5348024557509106_f17_chunk_0_subchunk_1.wav,लंडन लंडन ओंटारिओ,लंडन लंडन ओंटारिओ,The general domain of the speech dataset is 'Location'.
5348024557509112_f604_chunk_0_subchunk_1.wav,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,The domain of the speech dataset is 'Conversation'.
5348024557509112_f604_chunk_1_subchunk_1.wav,तो मैं काफ़ी डरा हुआ था नर्वसनेस [Nervousness] का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार [Guitar] की तारें थीं वह बहुत ही ज़्यादा पैनफुल [Painful] थीं,तो मैं काफ़ी डरा हुआ था नर्वसनेस [Nervousness] का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार [Guitar] की तारें थीं वह बहुत ही ज़्यादा पैनफुल [Painful] थीं,Domain: Conversation
5348024557509112_f604_chunk_2_subchunk_1.wav,तो जब मैंने फर्स्ट टाइम ऐसे गाना ग[START]ाया तो वह प<b>ेन कर रहा था और नर्वसनेस भी थी चालीस से,तो जब मैंने फर्स्ट टाइम ऐसे गाना ग[START]ाया तो वह पेन कर रहा था और नर्वसनेस भी थी चालीस से,The general domain of the speech dataset is 'Conversation'.
5348024557509112_f604_chunk_3_subchunk_1.wav,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस [Audience] ने मुझे सपोर्ट [Support] किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव [Supportive] ऑdeeyns [Audience] थी किसी ने भी मुझे बुरा फिल [Feel] करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस [Audience] ने मुझे सपोर्ट [Support] किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव [Supportive] ऑdeeyns [Audience] थी किसी ने भी मुझे बुरा फिल [Feel] करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,The general domain of the speech dataset is 'Conversation'.
5348024557509112_f604_chunk_4_subchunk_1.wav,इसके अलावा अलावा मैंने अपने आप को डेलि [Daily] अपने आप को इम्प्रुव [Improve] किया कुछ न कुछ करता गया छोटे-छोटे स्टैप [Step] लेता गया और अब जो यह नर्वसनैस [Nervousness] है इसको मैं ख़त्म कर रहा हूँ होली होली,इसके अलावा अलावा मैंने अपने आप को डेलि [Daily] अपने आप को इम्प्रुव [Improve] किया कुछ न कुछ करता गया छोटे-छोटे स्टैप [Step] लेता गया और अब जो यह नर्वसनैस [Nervousness] है इसको मैं ख़त्म कर रहा हूँ होली होली,The general domain of the speech dataset is 'Self-Improvement'.
5348024557509112_f604_chunk_5_subchunk_1.wav,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,Domain: Conversation
5348024557509112_f604_chunk_6_subchunk_1.wav,तो जैसे-जैसे मैंने पचास साठ इवेंट [Event] किए,तो जैसे-जैसे मैंने पचास साठ इवेंट [Event] किए,Domain: Conversation
5348024557509114_f202_chunk_0_subchunk_1.wav,अगर मुझे कोई ऐसा टॉपिक [Topic] लिखना होगा तो मैं फाइनेंसेस [Finances] पर लिखूंगा क्योंकी [inhaling] हमारे भारत क्षेत्र में आज भी लोग [uhh] बचत,अगर मुझे कोई ऐसा टॉपिक [Topic] लिखना होगा तो मैं फाइनेंसेस [Finances] पर लिखूंगा क्योंकी [inhaling] हमारे भारत क्षेत्र में आज भी लोग [uhh] बचत,Domain: Education
5348024557509115_f194_chunk_0_subchunk_1.wav,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,The general domain of the speech dataset is 'Blogging'.
5348024557509120_f601_chunk_0_subchunk_1.wav,हमारे डीस्ट्रिक्ट [District] में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ [Growth] के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि [uhh] during नॉलैज [Knowledge],हमारे डीस्ट्रिक्ट [District] में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ [Growth] के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि [uhh] during नॉलैज [Knowledge],The general domain of the speech dataset is 'Discussion'.
5348024557509120_f601_chunk_1_subchunk_1.wav,सारे लोगो को यह नोलेज [Knowledge] ही नहीं है,सारे लोगो को यह नोलेज [Knowledge] ही नहीं है,The domain of the speech dataset is 'Conversation'.
5348024557509120_f601_chunk_2_subchunk_1.wav,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,Domain: Conversation
5348024557509120_f601_chunk_3_subchunk_1.wav,यह सारा का सारा जो प्रोस#$%ेस है वह please note इन्वेस्टमेंट का ही है अगर हमार[START]ी ज</b>ो नई जनरेशन है वह इन्वेस्टमेंट <b>को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,यह सारा का सारा जो प्रोस#$%ेस है वह please note इन्वेस्टमेंट का ही है अगर हमार[START]ी जो नई जनरेशन है वह इन्वेस्टमेंट को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,Investment
5348024557509120_f601_chunk_4_subchunk_1.wav,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है [Development] डैवलपमेंट [Infrastr<b>ucture] इन्फ्रास्ट्रक्चर के [Area] एरिया,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है [Development] डैवलपमेंट [Infrastructure] इन्फ्रास्ट्रक्चर के [Area] एरिया,The general domain of the speech dataset is 'Development'.
5348024557509120_f601_chunk_5_subchunk_1.wav,[Knowledge] होनी चाहिए वह हमें इकोनॉमि [Economy] की होनी चाहिए इकोनॉमि [Economy] hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक [Stock],[Knowledge] होनी चाहिए वह हमें इकोनॉमि [Economy] की होनी चाहिए इकोनॉमि [Economy] hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक [Stock],The general domain of the speech dataset is 'Economy'.
5348024557509120_f601_chunk_6_subchunk_1.wav,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट [Investment] कर सकते हैं,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट [Investment] कर सकते हैं,Education
5348024557509120_f601_chunk_7_subchunk_1.wav,और जब हम एक अच्छी इन्वैस्टमेंट [Investment] कर पाएंगे हम एक अच्छा रीटर्न [Return] ऑन [On] केपिटल [Capital] बना सकते हैं,और जब हम एक अच्छी इन्वैस्टमेंट [Investment] कर पाएंगे हम एक अच्छा रीटर्न [Return] ऑन [On] केपिटल [Capital] बना सकते हैं,The general domain of the speech dataset is 'Finance'.
5348024557509120_f601_chunk_8_subchunk_1.wav,जब एक आर [R] ओ [O] ई [E] अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली [Automatically] एक अच्छा इन्फ्रास्ट्रक्चर [Infrastructure] डेवलप [Develop] करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल [Economical] है सीचुएशन [Situation] सोशल [Social] इन्वायरमेंटल [Environmental] और पॉलिटिकल जो सीचुएशन [Situation] है [inhaling] वह ग्रोथ [Growth] की जो दिशा में आगे जा सकती है,जब एक आर [R] ओ [O] ई [E] अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली [Automatically] एक अच्छा इन्फ्रास्ट्रक्चर [Infrastructure] डेवलप [Develop] करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल [Economical] है सीचुएशन [Situation] सोशल [Social] इन्वायरमेंटल [Environmental] और पॉलिटिकल जो सीचुएशन [Situation] है [inhaling] वह ग्रोथ [Growth] की जो दिशा में आगे जा सकती है,Domain: Education
5348024557509121_f19_chunk_0_subchunk_1.wav,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं ज#$%ैसे kee एक बरसात ऋतु है जहाँ प<b>र बहुत सारी बारिश होती ह</b>ै एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं ज#$%ैसे kee एक बरसात ऋतु है जहाँ पर बहुत सारी बारिश होती है एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,The general domain of the speech dataset is 'Weather'.
5348024557509121_f19_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम </b>है होती महसूस example for कम गर्मी#$% note please हमें है जो कारण उसके और हैं होते हल्के हैं होत[START]े लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह<b> है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,यह बिल्कुल गलत है।।है बात सही एकदम है होती महसूस example for कम गर्मी#$% note please हमें है जो कारण उसके और हैं होते हल्के हैं होत[START]े लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,The general domain of the speech dataset is 'Education'.
5348024557509121_f19_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी [Mostly] मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during [Light] लाइट भी वह हैं खाते खाना हम जो पर [Time] टाइम उस और,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी [Mostly] मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during [Light] लाइट भी वह हैं खाते खाना हम जो पर [Time] टाइम उस और,The domain of the speech dataset is 'Conversation'.
5348024557509126_f1029_chunk_0_subchunk_1.wav,ऊष्ण होती हैं और तापमान चालीस डि[START]ग्री स<b>ेल्सियस</b> तक#$% तक system bdh़ जाता,ऊष्ण होती हैं और तापमान चालीस डि[START]ग्री सेल्सियस तक#$% तक system bdh़ जाता,The general domain of the speech dataset is 'Education'.
