filename,ground_truth,normalized_transcripts,domain
5348024557507422_f572_chunk_1_subchunk_1.wav,और इस डीश [Dish] के क्या-क्या फ़ायदे हैं यह भी बता सकते हैं कि इस डीश [Dish] को बनाने में ज़्यादा समय भी नहीं लगता है और इस डीश [Dis[START]h] में किन-किन सामग्री का उ<b>पयोग होत</b>ा है और किन मात्रा में होता ह#$%ै,और इस डीश  के क्या-क्या फ़ायदे हैं यह भी बता सकते हैं कि इस डीश  को बनाने में ज़्यादा समय भी नहीं लगता है और इस डीश h] में किन-किन सामग्री का उपयोग होता है और किन मात्रा में होता है,आधुनिक भोजन के बारे में बात हो रही है।
5348024557507422_f572_chunk_2_subchunk_1.wav,इस डिश को बनाने की प्रक्रिया को समझाना बहुत ज़रूरी है तभी दूसरा,इस डिश को बनाने की प्रक्रिया को समझाना बहुत ज़रूरी है तभी दूसरा,"आधारित डोमेन को निम्नलिखित के रूप में निर्धारित किया जा सकता है: 
'Education'"
5348024557507424_f573_chunk_0_subchunk_1.wav,है पसंद गाना गाने मेलेडी हिंदी ज़्यादातर मुझे और हूँ करती प्रयास का लेने भाग में कार्यक्रम,है पसंद गाना गाने मेलेडी हिंदी ज़्यादातर मुझे और हूँ करती प्रयास का लेने भाग में कार्यक्रम,"आfter विश्लेषण (analysis) of the given Hindi transcript, I would say कि यह स्पीच डेटा का डोमेन (domain) है 'रेडियो शो' (Radio Show)।"
5348024557507424_f573_chunk_1_subchunk_1.wav,हैं आते पसंद सबको भजन मेरे और हूँ गाती भजन भी में कीर्तन के आदि के जी कृष्ण में जन्माष्टमी और के जी गणेश में चतुर्थी गणेश के रानी माता में नवरात्रि कि जैसे त्योहार एक हर मैं।यह बिल्कुल गलत है। एकदम सही बात है,हैं आते पसंद सबको भजन मेरे और हूँ गाती भजन भी में कीर्तन के आदि के जी कृष्ण में जन्माष्टमी और के जी गणेश में चतुर्थी गणेश के रानी माता में नवरात्रि कि जैसे त्योहार एक हर मैं।यह बिल्कुल गलत है। एकदम सही बात है,आध्यात्मिक/धार्मिक
5348024557507424_f573_chunk_2_subchunk_1.wav,मुझे अपने पिछले कार्यालय में एक मिलन समारोह में एक बार पुरस्कार भी दिया गया था और मुझे इस बार बहुत आनंद आता है एकदम सही बात for example है,मुझे अपने पिछले कार्यालय में एक मिलन समारोह में एक बार पुरस्कार भी दिया गया था और मुझे इस बार बहुत आनंद आता है एकदम सही बात for example है,आधिकारिक समारोह के लिए पुरस्कार प्राप्त करने की बात से पता चलता है कि यह स्पीच डेटा शायद एक पुरस्कार समारोह या सम्मान समारोह से संबंधित हो सकता है।
5348024557507425_f329_chunk_0_subchunk_1.wav,प्रदर्शन के lie एक gana चुनना कठिन for example है लेकिन कभी कभी chunauteepoorn kam भी हो सकता है मुख्य रूप से जो please note चीज़ें मुझे ऐसा गाना चुनने men मदद करती है जो मेरी प्रतिभा को प्रदर्शित करती है वह है मेरे प्रदर्शन का उद्देश्य जो अवसर पर आधारित है,प्रदर्शन के lie एक gana चुनना कठिन for example है लेकिन कभी कभी chunauteepoorn kam भी हो सकता है मुख्य रूप से जो please note चीज़ें मुझे ऐसा गाना चुनने men मदद करती है जो मेरी प्रतिभा को प्रदर्शित करती है वह है मेरे प्रदर्शन का उद्देश्य जो अवसर पर आधारित है,"आधार पर आधारित होने के कारण, मैं इसे 'Interview' के रूप में वर्गीकृत करूंगा।"
5348024557507425_f329_chunk_1_subchunk_1.wav,prdrshn की लम्बाई ताकि दिए गए समय में हो सके और अन्य प्रकार के उपस्थित दर्शक जिनकी उपेक्षा पूरी करनी है अंत men ऐसा गीत चुनना महत्त्वपूर्ण है जिसे प्रस्तुत करने में में हमें aannd आता है,prdrshn की लम्बाई ताकि दिए गए समय में हो सके और अन्य प्रकार के उपस्थित दर्शक जिनकी उपेक्षा पूरी करनी है अंत men ऐसा गीत चुनना महत्त्वपूर्ण है जिसे प्रस्तुत करने में में हमें aannd आता है,"आधार पर विश्लेषण करने के बाद, मुझे लगता है कि इस स्पीच डेटा का क्षेत्र है: 'शिक्षा' (Education)।"
5348024557507426_f575_chunk_0_subchunk_1.wav,तमिलनाडु दक्षिण भारत का एक ऐसा राज्य है जो अपनी समृद्ध संस्कृति विरासत और संगीत प्रेम के लिए जाना जाता है हालांकि कारोकी बार दुनिया के कुछ अन्य हिस्सों की तरह तरह प्रचलित नहीं है फिर भी तमिलनाडु में कई स्थान हैं जहाँ टूरिस्ट आनंद ले सकते हैं,तमिलनाडु दक्षिण भारत का एक ऐसा राज्य है जो अपनी समृद्ध संस्कृति विरासत और संगीत प्रेम के लिए जाना जाता है हालांकि कारोकी बार दुनिया के कुछ अन्य हिस्सों की तरह तरह प्रचलित नहीं है फिर भी तमिलनाडु में कई स्थान हैं जहाँ टूरिस्ट आनंद ले सकते हैं,आधिकारिक जानकारी या पर्यटन
5348024557507426_f575_chunk_1_subchunk_1.wav,कि टेन डाउनिंग रोड चेन्नई टी नगर चेन्नई में स्थित यह एक लोकप्रिय पब और रेस्टोरेंट है जो अपने ऊर्जा व माहौल और कभी कभी कारोकी रातों के लिए जाना,कि टेन डाउनिंग रोड चेन्नई टी नगर चेन्नई में स्थित यह एक लोकप्रिय पब और रेस्टोरेंट है जो अपने ऊर्जा व माहौल और कभी कभी कारोकी रातों के लिए जाना,"आधारित विश्लेषण के बाद, मैं इस हिंदी ट्रांसक्रिप्ट के डोमेन को 'रेस्टोरेंट' में स्थिति करता हूं।"
5348024557507426_f575_chunk_2_subchunk_1.wav,बी [B] वन [One] फोर्टि [Forty] सीक्स [Six] चेन्नई जो की एक पब [Pub] और लोंज [Lounge] है जिसका अलग ही एक स्टाइलिश [Stylish] सेटिंग [Setting] है,बी  वन  फोर्टि  सीक्स  चेन्नई जो की एक पब  और लोंज  है जिसका अलग ही एक स्टाइलिश  सेटिंग  है,"आधारित परीक्षण के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह ट्रांसक्रिप्ट 'रेस्टोरेंट' या 'रेस्टोरेंट रिव्यू' के डोमेन से संबंधित है।"
5348024557507426_f575_chunk_3_subchunk_1.wav,गेट सभी द</b>ो हज़ार चेन#$%्नई पे नबे चेन्नई में यह एक रेस्ट<b>रों [Restro] थीम [Theme] वाला ल[START]ोंज [Lounge] है,गेट सभी दो हज़ार चेन्नई पे नबे चेन्नई में यह एक रेस्टरों  थीम  वाला लोंज  है,"आधारित विश्लेषण के बाद, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट को 'Hotel' डोमेन में रखूंगा।"
5348024557507426_f575_chunk_4_subchunk_1.wav,कृपया ध्यान दें कि कारोकी रात</b>ों की उपलब्धता अलग अलग हो सकती है और उनके श<b>ेड्यूल की,कृपया ध्यान दें कि कारोकी रातों की उपलब्धता अलग अलग हो सकती है और उनके शेड्यूल की,आधार पर ही उनकी उपलब्धता का निर्धारण किया जाता है।
5348024557507426_f575_chunk_5_subchunk_1.wav,हैं सकते ले आनंद टूरिस्ट जिनका है होता प्रदर्शन संगीत और ज्ञान अक्सर उनमें क्योंकि है,हैं सकते ले आनंद टूरिस्ट जिनका है होता प्रदर्शन संगीत और ज्ञान अक्सर उनमें क्योंकि है,आधारित विश्लेषण से यह पता चलता है कि इस हिंदी ट्रांसक्रिप्ट का क्षेत्र है: 'टूरिस्ट गाइड' या 'पर्यटन'।
5348024557507432_f574_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हैं सकते कर साझा जीत और संघर्ष कहानियाँ अपनी लिए के करने प्रदान समझ और प्रेरणा जुड़ने से दूसरों हम जहाँ अनुभव व्यक्तिगत कि जैसे हैं होती निर्भर पर मूल्यों और अनुभव रुचियों हमारी वे हैं चाहते करना साझा और लिखना हम में बारे के चीज़ों जिन एकदम सही बात है,यह बिल्कुल गलत है।।हैं सकते कर साझा जीत और संघर्ष कहानियाँ अपनी लिए के करने प्रदान समझ और प्रेरणा जुड़ने से दूसरों हम जहाँ अनुभव व्यक्तिगत कि जैसे हैं होती निर्भर पर मूल्यों और अनुभव रुचियों हमारी वे हैं चाहते करना साझा और लिखना हम में बारे के चीज़ों जिन एकदम सही बात है,"आधारित विश्लेषण के बाद, मुझे लगता है कि इस हिंदी ट्रांसक्रिप्ट का क्षेत्र है: 'Education' या 'Motivation'।"
5348024557507432_f574_chunk_1_subchunk_1.wav,कोई सामाजिक मुद्दे ताकि सकारात्मक बदलाव और सामाजिक न्याय को बढ़ावा देने के लिए असमानता मानवाधिकारी जलवायु परिवर्तन गरीबी और मानसिक स्वास्थ्य जैसे system महत्त्वपूर्ण सामाजिक मुद्दों के बारे में जागरूक कर सकते हैं एकदम सही बात है,कोई सामाजिक मुद्दे ताकि सकारात्मक बदलाव और सामाजिक न्याय को बढ़ावा देने के लिए असमानता मानवाधिकारी जलवायु परिवर्तन गरीबी और मानसिक स्वास्थ्य जैसे system महत्त्वपूर्ण सामाजिक मुद्दों के बारे में जागरूक कर सकते हैं एकदम सही बात है,आधिकारिक/शिक्षा
5348024557507432_f574_chunk_2_subchunk_1.wav,हम doosron को स्वस्थ जीवनशैली बनाए रखने और shareerik या मानसिक svasth चुनौतियों से निपटने के बारे में शिक्षित करने के लिए स्वास्थ्य during फिटनेस और कल्याण के बारे में भी लिख सकते हैं,हम doosron को स्वस्थ जीवनशैली बनाए रखने और shareerik या मानसिक svasth चुनौतियों से निपटने के बारे में शिक्षित करने के लिए स्वास्थ्य during फिटनेस और कल्याण के बारे में भी लिख सकते हैं,"आधार पर विश्लेषण करने के बाद, मुझे लगता है कि इस स्पीच डेटा का क्षेत्र है: 'स्वास्थ्य शिक्षा' (Health Education)"
5348024557507432_f574_chunk_3_subchunk_1.wav,अपने अनुभव को भी साझा krne के लिए यात्रा और संस्कृति के बारे में और दूसरों को प्रेरित करने और उनको उत्थान krne के लिए लिए इंस्पिरेशनल और motiveshnl कंटेंट भी लिख सकते हैं,अपने अनुभव को भी साझा krne के लिए यात्रा और संस्कृति के बारे में और दूसरों को प्रेरित करने और उनको उत्थान krne के लिए लिए इंस्पिरेशनल और motiveshnl कंटेंट भी लिख सकते हैं,"आधिकारिक भाषा में विश्लेषण करने के बाद, मैंने निष्कर्ष निकाला है कि यह स्पीच डेटा का क्षेत्र 'Education' हो सकता है, क्योंकि इसमें अनुभव साझा करने, दूसरों को प्रेरित करने और उत्थान करने के बारे में बात की जा रही है, जो शिक्षा और व्यक्तिगत विकास से संबंधित है।"
5348024557507432_f574_chunk_4_subchunk_1.wav,जानकारी अनुभव और ज्ञान साझा करना दूसरों से जुड़ने शिक्षित करने और समाज की भलाई में योगदान करने का एक प्रभावशाली तरीका हो हो सकता है,जानकारी अनुभव और ज्ञान साझा करना दूसरों से जुड़ने शिक्षित करने और समाज की भलाई में योगदान करने का एक प्रभावशाली तरीका हो हो सकता है,"आधारित परीक्षण के आधार पर, मैं इस हिंदी ट्रांसक्रिप्ट के डोमेन को ""Education"" मान सकता हूं। ट्रांसक्रिप्ट में शिक्षित करने और समाज की भलाई में योगदान करने जैसे शब्दों का उपयोग किया गया है, जो शिक्षा और ज्ञान साझा करने के विषय को दर्शाता है।"
5348024557507435_f122_chunk_0_subchunk_1.wav,हाँ मेरे घर में भी तुलसी और अन्य जड़ी बूटी पौधे हैं तुलसी और अन्य जड़ी बूटी जैसे पौधे चेन्नई के घरेलू बगीचों और घरों में आम हैं तुलसी रूप से भारतीय घरों में महत्त्वपूर्ण स्वा सांस्कृतिक और औषधिय महत्त्व रखती,हाँ मेरे घर में भी तुलसी और अन्य जड़ी बूटी पौधे हैं तुलसी और अन्य जड़ी बूटी जैसे पौधे चेन्नई के घरेलू बगीचों और घरों में आम हैं तुलसी रूप से भारतीय घरों में महत्त्वपूर्ण स्वा सांस्कृतिक और औषधिय महत्त्व रखती,आधुनिक भारतीय संस्कृति और जड़ी बूटियों के महत्व के बारे में बातचीत से पता चलता है कि इस स्पीच डेटा का क्षेत्र है: **संस्कृति**
5348024557507435_f122_chunk_1_subchunk_1.wav,और अक्सर इसके औषधिय गुण के लिए उगाई जाती है चेन्नई और भारत के अन्य हिस्सों में आमतौर इस्तेमाल की जाने वाली कुछ जड़ी-बूटियों में तुलसी एलौवैरा [Aloevera] हल्दी अदरक और अश्वगंधा शामिल हैं,और अक्सर इसके औषधिय गुण के लिए उगाई जाती है चेन्नई और भारत के अन्य हिस्सों में आमतौर इस्तेमाल की जाने वाली कुछ जड़ी-बूटियों में तुलसी एलौवैरा  हल्दी अदरक और अश्वगंधा शामिल हैं,"आधिकारिक भाषा में विशेषज्ञता के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह ट्रांसक्रिप्ट का क्षेत्र है:

'Education' या 'Health'

ट्रांसक्रिप्ट में जड़ी-बूटियों का उल्लेख है, जैसे कि तुलसी, हल्दी, अदरक और अश्वगंधा, जो आमतौर पर स्वास्थ्य और औषधि से संबंधित होते हैं। इसके अलावा, ट्रांसक्रिप्ट में भारत के कुछ हिस्सों में उगाई जाने वाली जड़ी-बूटियों का उल्लेख है, जो शिक्षा और स्वास्थ्य से संबंधित हो सकता है।"
5348024557507435_f122_chunk_2_subchunk_1.wav,तुलसी जैसे हर्बल [Herbal] उपचार के व[START]िभिन्न स्वास्थ्य लाभ हैं और यह शरीर की प्<b>राकृतिक रक्षा का समर्थन करने में मदद करती </b>हैं यानी वे हमारे शरीर में प्राकृतिक#$% एंटीबॉडी [Antibody] को मजबूत करने और संपूर्ण कल्याण को बढ़ावा देने में मदद करती है,तुलसी जैसे हर्बल  उपचार के विभिन्न स्वास्थ्य लाभ हैं और यह शरीर की प्राकृतिक रक्षा का समर्थन करने में मदद करती हैं यानी वे हमारे शरीर में प्राकृतिक एंटीबॉडी  को मजबूत करने और संपूर्ण कल्याण को बढ़ावा देने में मदद करती है,"आशा है कि यह सही होगा। मैंने इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण किया है और यह निष्कर्ष निकाला है कि यह स्पीच डेटासेट का क्षेत्र है:

**स्वास्थ्य और चिकित्सा**

यह ट्रांसक्रिप्ट स्वास्थ्य लाभ, प्राकृतिक उपचार, और शरीर की रक्षा के बारे में बात करती है, जो स्वास्थ्य और चिकित्सा के क्षेत्र से संबंधित है।"
5348024557507435_f122_chunk_3_subchunk_1.wav,जबकि एंटीबायोटिक्स प्रिस्क्र<b>िप्शन दवाई है जिसका #$%उपयोग बैक्टीरियल इ[START]ंफेक्शन के इलाज के,जबकि एंटीबायोटिक्स प्रिस्क्रिप्शन दवाई है जिसका उपयोग बैक्टीरियल इंफेक्शन के इलाज के,"आधार पर किया जाता है, लेकिन इसका दुरुपयोग भी हो सकता है। एंटीबायोटिक्स का दुरुपयोग करने से बैक्टीरिया के प्रति दवा की प्रतिरोधक क्षमता बढ़ सकती है, जिससे बैक्टीरियल इंफेक्शन का इलाज करना मुश्किल हो सकता है।

आधार पर, यह स्पीच डेटा का डोमेन 'स्वास्थ्य' हो सकता है, क्योंकि इसमें एंटीबायोटिक्स और बैक्टीरियल इंफेक्शन के बारे में जानकारी दी गई है।"
5348024557507436_f1610_chunk_0_subchunk_1.wav,थे हुए फटे दरवाजे और थीं हुई,थे हुए फटे दरवाजे और थीं हुई,"Based on the given Hindi transcript ""थे हुए फटे दरवाजे और थीं हुई"", I would analyze it as a poetic or literary text. The use of poetic language, such as the use of verb conjugations in the past tense (थे हुए, थीं हुई) and the metaphorical expression ""फटे दरवाजे"" (broken doors), suggests that this transcript is likely from a literary or poetic work, possibly a poem or a short story. 

Therefore, the general domain of the speech dataset is likely 'Literature'."
5348024557507438_f2202_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।सके रोक से करने ग्राउंड को गेंद में कोर्ट के पक्ष अपने को टीम विरोधी ताकि है करती काम साथ एक टीम प्रत्येक एकदम सही बात है,यह बिल्कुल गलत है।।सके रोक से करने ग्राउंड को गेंद में कोर्ट के पक्ष अपने को टीम विरोधी ताकि है करती काम साथ एक टीम प्रत्येक एकदम सही बात है,"आfter विश्लेषण, मुझे लगता है कि इस हिंदी ट्रांसक्रिप्ट का क्षेत्र है: 'स्पोर्ट्स'।"
5348024557507440_f1080_chunk_0_subchunk_1.wav,आज हुआ क्या था एकदम during सही बात है,आज हुआ क्या था एकदम during सही बात है,"Based on the given normalized Hindi transcript, I would analyze it as a 'Conversation' domain. The informal tone and the casual language used in the transcript, such as ""आज हुआ क्या था"" (what happened today), suggest a casual conversation between two individuals. The use of colloquial expressions like ""एकदम during सही बात है"" (something like ""exactly"" or ""right"") further supports this analysis."
5348024557507441_f1879_chunk_0_subchunk_1.wav,meree सूचियों की सूची system बनाओ,meree सूचियों की सूची system बनाओ,"Based on the given Hindi transcript, I would analyze it as follows:

- The speaker is asking the system to create a list of lists (सूचियों की सूची), which suggests a technical or programming-related context.
- The use of the word ""system"" (सिस्टम) further supports this interpretation.

Considering these points, I would categorize the general domain of the speech dataset as ""Technical Support""."
5348024557507445_f1873_chunk_0_subchunk_1.wav,मैं पाँच सौ रुपये का bloo टोकाई कॉफ़ी रोस्टर्स रोस्टर्स ख़रीदना चाहता हूँ,मैं पाँच सौ रुपये का bloo टोकाई कॉफ़ी रोस्टर्स रोस्टर्स ख़रीदना चाहता हूँ,"आधारित विश्लेषण के बाद, मैं इस प्राप्त हिंदी ट्रांसक्रिप्ट के लिए 'Shopping' को सबसे उपयुक्त डोमेन के रूप में पहचानता हूँ।"
5348024557507447_f911_chunk_0_subchunk_1.wav,कपिवा आँवला जूस के बजाय मुझे स्वस्तिक्स स्वस्तिक्स बादाम ड्रिंक डिलीवर किया गया,कपिवा आँवला जूस के बजाय मुझे स्वस्तिक्स स्वस्तिक्स बादाम ड्रिंक डिलीवर किया गया,"आवला जूस और स्वस्तिक्स बादाम ड्रिंक दोनों ही पेय पदार्थ हैं, जो आमतौर पर ऑनलाइन ऑर्डरिंग और डिलीवरी सेवाओं के माध्यम से उपलब्ध होते हैं। इस प्रकार, इस ट्रांसक्रिप्ट का डोमेन 'ऑनलाइन ऑर्डरिंग' हो सकता है।"
5348024557507450_f1572_chunk_0_subchunk_1.wav,सात हज़ार रुपये का भुगतान मेरे पेटीएम पेमेंट्स बैंक खाते वन टू फ़ाइव टू एट टू सिक्स थ्री फ़ाइव सिक्स सिक्स फ़ाइव से सिद्धांत मावी को,सात हज़ार रुपये का भुगतान मेरे पेटीएम पेमेंट्स बैंक खाते वन टू फ़ाइव टू एट टू सिक्स थ्री फ़ाइव सिक्स सिक्स फ़ाइव से सिद्धांत मावी को,आधारित विश्लेषण से यह पता चलता है कि इस प्राप्त हिंदी ट्रांसक्रिप्ट का क्षेत्र 'Call Center' हो सकता है।
