filename,ground_truth,normalized_transcripts,domain
5348024557509056_f542_chunk_3_subchunk_1.wav,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgn</b>nath मेरे पास hain और [<b>START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgnnath मेरे पास hain और [START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,"आधिकारिक रूप से इस प्रारूप में हिंदी ट्रांसक्रिप्ट का विश्लेषण करने के बाद, मैं इसे 'भक्ति गीत' या 'संगीत' के क्षेत्र में आता हूं।"
5348024557509056_f542_chunk_4_subchunk_1.wav,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,आधिकारिक भाषा के रूप में हिंदी का उपयोग करने वाले सोशल मीडिया प्लेटफ़ॉर्म पर पोस्ट के रूप में यह स्पीच डेटा का एक उदाहरण है।
5348024557509061_f543_chunk_0_subchunk_1.wav,ओडिसा भा#$%रत के पूर्व में <b>एक रा</b>ज्य[START] है,ओडिसा भा#$%रत के पूर्व में एक राज्य[START] है,"आधिकारिक नाम के साथ राज्यों की सूची सुनने के आधार पर, यह संभवतः 'Education' या 'Quiz' का डोमेन हो सकता है, लेकिन अधिक संभावना है कि यह 'Quiz' है, क्योंकि इसमें एक राज्य का नाम और उसके पूर्व का उल्लेख है, जो एक प्रश्न के जवाब की तरह लगता है।"
5348024557509061_f543_chunk_10_subchunk_1.wav,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,"आfter विश्लेषण (analysis) of the given Hindi transcript, I would determine the general domain of the speech dataset as 'News' or 'Discussion'."
5348024557509061_f543_chunk_1_subchunk_1.wav,के पूर्व बंगा[STA<b>RT]ल kee खाड़ी है यहाँ चार</b> सौ पचास किलोमीटर की समुद्र #$%तट,के पूर्व बंगा[START]ल kee खाड़ी है यहाँ चार सौ पचास किलोमीटर की समुद्र #$%तट,"आधिकारिक रूप से सामान्यीकृत हिंदी पाठ का विश्लेषण करने के बाद, मैं इसे 'भूगोल' (Geography) या 'विवरण' (Description) के क्षेत्र में रखूंगा, लेकिन यह विशिष्टता के लिए थोड़ा अधिक विशिष्ट है। 

इस पाठ के आधार पर, मैं इसे 'पर्यटन' (Tourism) के क्षेत्र में रखूंगा, क्योंकि यह एक स्थान का वर्णन करता है और इसके आकार का उल्लेख करता है, जो पर्यटन से संबंधित हो सकता है।"
5348024557509061_f543_chunk_2_subchunk_1.wav,क#$%</b>ी[START] खा<b>ड़ी,क#$%ी[START] खाड़ी,"Based on the given normalized Hindi transcript, I would analyze it as a 'News' domain. 

The word 'खाड़ी' (Khāḍī) is a geographical term referring to the Gulf or the Persian Gulf. It is often used in news headlines or discussions related to international news, politics, or current events."
5348024557509061_f543_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हैं,यह बिल्कुल गलत है।।हैं,"आवश्यक जानकारी के अभाव में, मैं इस प्रश्न का उत्तर देने का प्रयास करूंगा।

इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करने के बाद, मुझे लगता है कि यह ट्रांसक्रिप्ट एक 'संवाद' (Conversation) का हिस्सा हो सकता है, जिसमें किसी व्यक्ति ने कुछ गलत या असहमति व्यक्त की है।

यह ट्रांसक्रिप्ट कुछ संभावित क्षेत्रों में आता हो सकता है:

- संवाद (Conversation)
- शिक्षा (Education)
- समाचार (News)
- विचार-विमर्श (Discussion)

लेकिन सबसे संभावित क्षेत्र है संवाद (Conversation) क्योंकि यह ट्रांसक्रिप्ट कुछ व्यक्तिगत और व्यावहारिक संवाद का हिस्सा हो सकता है।"
5348024557509061_f543_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।था गया बदल भूग</b>ोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते <b>साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,यह बिल्कुल गलत है।।था गया बदल भूगोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,"आधार पर विश्लेषण करने के बाद, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का डोमेन ""News"" के रूप में निर्धारित करता हूं। ट्रांसक्रिप्ट में शब्दों का चयन और वाक्यों का संरचना समाचार रिपोर्टिंग के लिए आम है, जैसे कि तूफान के बारे में जानकारी देना।"
5348024557509061_f543_chunk_5_subchunk_1.wav,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,"आfter analyzing the given Hindi transcript, I would categorize the domain as 'News' or more specifically 'Disaster News' or 'Current Events'. 

Reasons for this categorization:

1. The use of words like 'बाढ़' (bāḍh, flood) and 'डूब गए' (doob gaye, submerged) suggests a discussion about a natural disaster.
2. The mention of a large number of people ('से अधिक लोगों की', se adhik logon ki) implies a significant impact of the disaster.
3. The tone and language used seem to be formal and informative, which is typical of news reporting.

Overall, the transcript appears to be a snippet from a news article or a news broadcast discussing a flood-related disaster."
5348024557509061_f543_chunk_6_subchunk_1.wav,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,"आधारित परीक्षण के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह ट्रांसक्रिप्ट 'Weather' या 'News' के क्षेत्र से संबंधित है।"
5348024557509061_f543_chunk_7_subchunk_1.wav,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,"आवश्यक जानकारी के आधार पर, मैं इस नॉर्मलाइज़ किए गए हिंदी ट्रांसक्रिप्ट का विश्लेषण करता हूं और यह निष्कर्ष निकालता हूं कि यह स्पीच डेटा का क्षेत्र है:

**ज्ञान/शिक्षा (Education)**

यह ट्रांसक्रिप्ट एक नदियों के बारे में बात करता है, जो एक शैक्षिक विषय है। इसका संदर्भ एक पाठ्य पुस्तक, शिक्षा सामग्री या एक शैक्षिक प्रस्तुति से लगता है।"
5348024557509061_f543_chunk_8_subchunk_1.wav,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,"Based on the given Hindi transcript, I would categorize the domain as 'Education' or 'Geography'. 

The presence of words like 'ब्राह्मणी' (Brahmi script), 'नदियाँ' (rivers), and 'इस नदियों में' (in these rivers) suggests that the speech dataset is likely related to education, possibly a geography or history lesson."
5348024557509061_f543_chunk_9_subchunk_1.wav,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,"Based on the given Hindi transcript, I would analyze it as a 'Conversation' or 'Dialogue'. The transcript appears to be a snippet of a casual conversation, possibly between two individuals, where one person is expressing disagreement or surprise. The use of colloquial expressions and informal language suggests a conversational tone."
5348024557509070_f1276_chunk_0_subchunk_1.wav,ब</b>िल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,बिल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,"आधारित विश्लेषण से, यह हिंदी ट्रांसक्रिप्ट 'संवाद' (Conversation) के क्षेत्र से संबंधित लगता है।"
5348024557509071_f1142_chunk_0_subchunk_1.wav,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,"आधिकारिक भाषा में विश्लेषण करने के बाद, मुझे लगता है कि यह स्पीच डेटा का डोमेन 'Interview' हो सकता है।"
5348024557509072_f773_chunk_0_subchunk_1.wav,suprbhat क्या चल रहा रहा,suprbhat क्या चल रहा रहा,"Based on the given normalized Hindi transcript ""suprbhat क्या चल रहा रहा"", I would analyze it as a 'Greeting'. 

The word ""suprbhat"" is a Hindi greeting that translates to ""good morning"" or ""good day"", which suggests that the speech dataset is likely from a domain where greetings are common, such as a 'Conversation' or 'Social Interaction'."
5348024557509073_f1091_chunk_0_subchunk_1.wav,आज कौन सा सप्ताह,आज कौन सा सप्ताह,"Based on the given Hindi transcript ""आज कौन सा सप्ताह"", I would determine the general domain of the speech dataset as ""Conversation"" or more specifically ""Daily Chit-chat"". 

The phrase ""आज कौन सा सप्ताह"" translates to ""Which day is today?"" in English, which is a common question asked in casual conversations. The language and tone used in this transcript suggest a friendly and informal interaction, which is typical of daily conversations."
5348024557509078_f1616_chunk_0_subchunk_1.wav,क्षमा<b> करें आपके kart [C</b>art] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,क्षमा करें आपके kart [Cart] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,"आधारित विश्लेषण से यह पता चलता है कि यह स्पीच डेटा का क्षेत्र 'Call Center' है। इसके कारण हैं:

- 'क्षमा करें आपके kart [Cart] आइटम्स [Items] में' जैसे शब्दों से यह पता चलता है कि यह किसी ग्राहक सेवा केंद्र से संबंधित है, जहां ग्राहक अपने शॉपिंग कार्ट में स्थित आइटम्स के बारे में पूछताछ करते हैं।
- 'बिग सैम्स [Sam's] फ़्रोजन प्रॉन्स [Prawns] भंडार men नहीं है' जैसे शब्दों से यह पता चलता है कि ग्राहक किसी विशिष्ट स्टोर या भंडार में प्रॉन्स की उपलब्धता के बारे में पूछताछ कर रहा है।
- 'एकदम सही बात है' जैसे शब्दों से यह पता चलता है कि ग्राहक को स्टोर के कर्मचारी द्वारा दी गई जानकारी से संतुष्टि हो रही है।"
5348024557509079_f1271_chunk_0_subchunk_1.wav,क्या मैं अपनी #$%डिलीवरी तारीख को उ<b>न्नीस बारह</b> दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,क्या मैं अपनी #$%डिलीवरी तारीख को उन्नीस बारह दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,"आधिकारिक रूप से इस प्रारूप में हिंदी ट्रांसक्रिप्ट का विश्लेषण करने पर, यह स्पष्ट है कि यह एक कॉल सेंटर से संबंधित है। ट्रांसक्रिप्ट में डिलीवरी तारीख के बारे में बात की जा रही है, जो कॉल सेंटर के काम का एक महत्वपूर्ण हिस्सा है।"
5348024557509080_f1272_chunk_0_subchunk_1.wav,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,"आधार पर विश्लेषण करने के बाद, मुझे लगता है कि यह स्पीच डेटा का डोमेन 'बैंकिंग' है।"
5348024557509081_f1273_chunk_0_subchunk_1.wav,जोड़ से[START] खा#$%ते baink बै</b>ंक कैनरा मेरे रुपये सौ छः में वॉ<b>लेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,जोड़ से[START] खा#$%ते baink बैंक कैनरा मेरे रुपये सौ छः में वॉलेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,"आधारित विश्लेषण के बाद, मुझे लगता है कि इस हिंदी ट्रांसक्रिप्ट का क्षेत्र है: 'Call Center'।

कारण:

- ट्रांसक्रिप्ट में बैंकिंग संबंधित शब्द जैसे कि 'बैंक', 'रुपये', 'वॉलेट', और 'मनी जियो' हैं, जो कॉल सेंटर में आम हैं।
- ट्रांसक्रिप्ट में ग्राहक की शिकायत और सहायता के लिए कॉल सेंटर के कर्मचारी की प्रतिक्रिया के संकेत हैं।
- ट्रांसक्रिप्ट में उपयोग किए गए भाषा और शैली भी कॉल सेंटर के संवाद के अनुरूप हैं।"
5348024557509085_f1275_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,"Based on the given Hindi transcript, I would analyze it as a 'Call Center' domain. The presence of keywords like 'चेक विवरण' (check details), 'खाते' (accounts), 'नम्बर' (numbers), and 'मैं क्या' (what about me) suggests a customer service or call center interaction, where the speaker is likely asking for assistance or clarification on a specific issue."
5348024557509087_f1274_chunk_0_subchunk_1.wav,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,"Based on the given Hindi transcript, I would analyze it as a 'Call Center' domain. 

Here's a breakdown of the transcript:

- ई [E] एस [S] aaee [I] सी [C] केंद्र (ESI Center) - This phrase is commonly used in call centers to refer to the customer service center.
- दो तीन (Two Three) - This could be a reference to a PIN or code, which is often used in call centers for authentication purposes.
- चार चार (Four Four) - This could be another reference to a code or PIN.

The presence of these phrases and numbers suggests that the transcript is related to a call center interaction, possibly for customer service or authentication purposes."
5348024557509088_f1143_chunk_0_subchunk_1.wav,,,"Based on the given normalized Hindi transcript 'nan', it appears to be a single word. 

In Hindi, 'nan' can be a word with multiple meanings, but in the context of a speech dataset, it seems to be an isolated word or a filler word. 

Given the context, I would categorize the domain as 'Conversation'."
5348024557509091_f1280_chunk_0_subchunk_1.wav,,,"Based on the given normalized Hindi transcript 'nan', it appears to be a single word that can be translated to 'नान' (naan) in Hindi, which is a type of Indian flatbread.

However, considering the context of a single word, it's difficult to pinpoint a specific domain. But if I had to make an educated guess, I would say the domain is likely 'Conversation' or 'Dialogue', as 'nan' could be a response or a word used in everyday conversation."
5348024557509104_f18_chunk_0_subchunk_1.wav,कर्नाटक महाराष्ट्र please please note पंजाब,कर्नाटक महाराष्ट्र please please note पंजाब,"Based on the given transcript, I would categorize the domain as 'Conversation'. 

The transcript appears to be a casual conversation, possibly between two individuals, where they are discussing or mentioning different states in India (कर्नाटक, महाराष्ट्र, पंजाब). The use of 'please please note' suggests a casual tone, which is often found in everyday conversations."
