Filename,ground_truth
5348024557502784_f400_chunk_0_subchunk_1.wav,मुझे लगता है कोई भी जो कला है उसमें उतनी ताकत होती है की जो देखने वाला है उसके
5348024557502784_f400_chunk_10_subchunk_1.wav,बहुत बारी इंसान के
5348024557502784_f400_chunk_11_subchunk_1.wav,दिल को या दिमाग को कोई एक
5348024557502784_f400_chunk_12_subchunk_1.wav,जो चीज़ उसने देखी हुई हो कहीं पर उसकी याद दिलाता है
5348024557502784_f400_chunk_13_subchunk_1.wav,तो एज़ अ पेंटर मुझे यह लगता है की मेरा मैंने जो भी आज तक चित्र बनाये हैं वह ज़्यादातर आसमान और पहाड़ और
5348024557502784_f400_chunk_14_subchunk_1.wav,तालाब और नदी इन सारी नैसर्गिक चीज़ों के है और जब भी यह किसी मेरे दोस्तों ने या फिर किसी ने भी अभी जब भी देखे हो उन्हें वह देख कर किसी दृश्य की याद आई या किसी मूमेंट की याद आई जो उन्होंने पहले जिया हुआ है
5348024557502784_f400_chunk_15_subchunk_1.wav,और मुझे ऐसा लगता है की यह एक ताकत है कला के अंदर की वह तुम्हें किसी सुन्दर
5348024557502784_f400_chunk_16_subchunk_1.wav,याद की तरफ लेकर जा सकता है या तो फिर कुछ क्षण के लिए
5348024557502784_f400_chunk_17_subchunk_1.wav,जो तुम्हारा दिल है या दिमाग है जो भी तुम्हारे जो विचार हैं उनको एक शांति दे सकता है की कुछ पल आप कहीं और चले गए हो और कुछ किसी यादों में
5348024557502784_f400_chunk_18_subchunk_1.wav,आप सोचने किसी यादों के बारे में आप सोचने लगे हो यह मुझे बहुत बड़ी एक ताकत लगती है चित्रकला में
5348024557502784_f400_chunk_1_subchunk_1.wav,जो विचार हैं उनको बहुत कम समय के लिए ही सही
5348024557502784_f400_chunk_2_subchunk_1.wav,पर वह अपने काबू में जो आर्ट है वह रख सकती है तो जैसे गाने हो गए म्यूज़िक हो गया
5348024557502784_f400_chunk_3_subchunk_1.wav,उसमें बहुत ताकत है की सुनने वाला जो है उसको अपने
5348024557502784_f400_chunk_4_subchunk_1.wav,विचारों को या फिर अपने इमोशंस को बहुत एक अच्छे तरीके से समझने का एक माध्यम वह हो सकता है
5348024557502784_f400_chunk_5_subchunk_1.wav,वैसे ही चित्रकला के लिए मुझे यह लगता है की
5348024557502784_f400_chunk_6_subchunk_1.wav,वह एक साइलेंट मीडियम है अपनी
5348024557502784_f400_chunk_7_subchunk_1.wav,इमोशन्स अपनी फीलिंग्स को समझने का तो अलग अलग प्रकार के जो चित्र होते हैं कभी किसी को कोई पसंद आ सकता है कभी किसी को कुछ बहा सकता है या तो वह कभी किसी को किसी चित्र को देख कर कुछ नहीं भी लग सकता है
5348024557502784_f400_chunk_8_subchunk_1.wav,मुझे पर्सनली यह लगता है कि जो रियलिज्म है जो नैसर्गिक चित्र है या कहीं के किसी जगह का एक निसर्ग चित्र बनाया हुआ है जो या समंदर का हो या पहाड़ हो या कहीं का नदी या सुंदर
5348024557502784_f400_chunk_9_subchunk_1.wav,आसमान और बादल और सूर्यास्त का किसी चित्र हो वह
5348024557502798_f1181_chunk_0_subchunk_1.wav,इलेवन हंड्रेड नाइन्टीन के दशक के अंतर में घुरिद दास कमांडर कुतुब उद दीन ऐबक ने उसे दिल्ली में ख़रीद लिया इस प्रकार से एक गुलाम का गुलाम बना दिया
5348024557502799_f1661_chunk_0_subchunk_1.wav,पैथोलॉजिक स्टेंडिंग क्लिनिकल की तुलना में अधिक सटीक है लेकिन क्लिनिकल स्टेजिंग पहला और कभी कभी एकमात्र स्टेजिंग प्रकार होता है
5348024557502801_f820_chunk_0_subchunk_1.wav,बाहर मौसम कैसा है बादल छाए हुए हैं
5348024557502803_f819_chunk_0_subchunk_1.wav,तुम क्या सुझाव दोगे मेरे इस सप्ताहांत में देखने के लिए
5348024557502806_f1539_chunk_0_subchunk_1.wav,क्या मुझे तुरंत बडीगार्ड मॉस्किटो रिपेलेट मिल सकती है
5348024557502808_f821_chunk_0_subchunk_1.wav,स्नानघर के सामानों में सबसे अधिक बिकने वाले सुझाव क्या है
5348024557502809_f1409_chunk_0_subchunk_1.wav,मुझे अपना कैशबैक क्यों नहीं मिला
5348024557502812_f1660_chunk_0_subchunk_1.wav,क्या आपको देखने के लिए आई आर टी सी लेन देन के जाँच कर सकते हैं कि नाइन हंड्रेड रुपये का रिफ़ंड पिछले वर्ष प्रोसेस किया गया है या नहीं
5348024557502815_f1410_chunk_0_subchunk_1.wav,मुझे ओ टी पी वन सिक्स थ्री वन फ़ाइव फ़ाइव मिला है क्या आप उमंग में लॉग लॉगिन करने के लिए इसका उपयोग मोबाइल नम्बर नाइन ज़ीरो वन सिक्स फ़ोर फ़ाइव वन एट एट फ़ोर टू के लिए कॉल कर सकते हैं
5348024557502816_f1182_chunk_0_subchunk_1.wav,मुझे अपने फ़ोन नम्बर नाइन फ़ाइव ज़ीरो वन फ़ोर एट सेवन फ़ाइव टू नाइन फ़ोर के लिए कभीड भैक्सीन प्रमाणपत्र डाउनलोड कर करना है
5348024557502825_f1553_chunk_0_subchunk_1.wav,असहमत
5348024557502826_f1417_chunk_0_subchunk_1.wav,सीखो
5348024557502832_f226_chunk_0_subchunk_1.wav,मेरा घर के पास पास लोगों का नाम है लक्खी
5348024557502832_f226_chunk_1_subchunk_1.wav,ऊना मन्नी
5348024557502832_f226_chunk_2_subchunk_1.wav,मिंटो पिंको
5348024557502832_f226_chunk_3_subchunk_1.wav,खग्गेन
5348024557502833_f614_chunk_0_subchunk_1.wav,भारत के पाँच राज्य का नाम है
5348024557502833_f614_chunk_1_subchunk_1.wav,असम मेघालय मणिपुर त्रिपुरा
5348024557502833_f614_chunk_2_subchunk_1.wav,बिहार
5348024557502845_f262_chunk_0_subchunk_1.wav,आजकल बच्चा परम्परा को इतना स्ट्रिक्टली फॉलो नहीं करते है
5348024557502845_f262_chunk_1_subchunk_1.wav,पहले हम रोज़ सुबह प्रार्थना करते हैं और बस परम्परा को इतना नहीं मानते हैं
5348024557502845_f262_chunk_2_subchunk_1.wav,थोड़ा थोड़ा परम्परा तो सबको मानते हैं सही है ज़्यादा नहीं मानने से भी होगा लेकिन थोड़ा रक्षा तो सबको करना ही पड़ते है
5348024557502847_f615_chunk_0_subchunk_1.wav,मुझे कबड्डी खेल बहुत अच्छा लगता है बचपन से मैं जो स्कूल में पढ़ता है वह दोस्तों के साथ भी साथ में कबड्डी खेल खेलता है
5348024557502847_f615_chunk_1_subchunk_1.wav,मुझे कबड्डी खेल इसलिए पसंद होता है क्योंकि वह खेल ज़्यादा लोग मिल कर खेलता है इसलिए हम बहुत अच्छा लगता है
5348024557502847_f615_chunk_2_subchunk_1.wav,इस इस खेल में हमने देखने और खेलने दोनों अच्छा लगता है
5348024557502851_f59_chunk_0_subchunk_1.wav,स्विम के लिए सबसे अच्छा जगह लगता है मुझे सागर के बीच और नदी की वह बहुत सुंदर है हम लोग तो बचपन में नदी में नहाता थे नहाते थे दोस्तों के साथ
5348024557502851_f59_chunk_1_subchunk_1.wav,आजकल मैं स्विमिंग नहीं करती हूँ क्योंकि मेरे पास ज़्यादा टाइम नहीं मिलता है मेरे घर के बहुत पास नदी है नहीं है लेकिन थोड़ा दूर में है मेरे घर के पास एक होटेल है वहाँ पर स्विमिंग पूल है
5348024557502853_f60_chunk_0_subchunk_1.wav,हमारा डिस्ट्रिक्ट से इतना अच्छा प्लेयर नहीं है लेकिन असम में बहुत अच्छा प्लेयर है
5348024557502853_f60_chunk_1_subchunk_1.wav,वो हिमादास रनिंग करती है लवलीना बोरगोहेन बॉक्सिंग करती है ओलिंपिक खेल में भी उसको थर्ड प्राइस मिला हिमादास भी बहुत कॉम्पटीशन में फ़ास्ट होती है
5348024557502856_f1066_chunk_0_subchunk_1.wav,केंद्र शासित प्रदेश के रूप में चंडीगढ़ राज्य स्तरीय चुनाव का हक़दार नहीं है इसलिए राज्य विधानसभा चुनाव नहीं होते हैं और यह सीधे केंद्र द्वारा नियंत्रित है
5348024557502858_f1509_chunk_0_subchunk_1.wav,ब्राज़ील में बाल दिवस अपने माता पिता से उपहार प्राप्त कर के बच्चों द्वारा मनाया जाता है
5348024557502859_f1089_chunk_0_subchunk_1.wav,मैं एक्स स्विच कहाँ ख़रीद सकता हूँ
5348024557502860_f1510_chunk_0_subchunk_1.wav,आज बोलना मत
5348024557502865_f1517_chunk_0_subchunk_1.wav,आपके कार्ट का आइटम बैटर चैटर केशु कूकीज़ भंडार में नहीं है
5348024557502866_f1650_chunk_0_subchunk_1.wav,शेफ़बॉस पास्ता और पिज़्ज़ा सॉस वापस करने की प्रक्रिया क्या है
5348024557502867_f850_chunk_0_subchunk_1.wav,नौ हज़ार रुपये मेरे डिफ़ॉल्ट एम स्वाइप खाते से मेरे अन्य लिंक किए गए खाते में ट्रांसफ़र करें
5348024557502870_f1512_chunk_0_subchunk_1.wav,मेरे पेज़ैप ऐप वॉलेट से रिद्धि दीवान में छः हज़ार रुपये ट्रांसफ़र करें
5348024557502873_f1514_chunk_0_subchunk_1.wav,फ़ोन नम्बर आठ सात दो आठ शून्य दो तीन शून्य शून्य तीन एक दो शून्य सात दो और ओ टी पी का उपयोग करके कोविन पोर्टल पर लॉगिन करें
5348024557502874_f1513_chunk_0_subchunk_1.wav,मेरे ई पी एफ ओ खाते से यू ए एन नम्बर दो पाँच दो एक दो पाँच छः चार आठ छः दो सात के साथ सभी अस्वीकृत दावों की सूची बनाएँ
5348024557502883_f1516_chunk_0_subchunk_1.wav,नौ
5348024557502884_f1515_chunk_0_subchunk_1.wav,बचाओ
5348024557502896_f496_chunk_0_subchunk_1.wav,डायबिटीज़ के लिए हमारे गाँव में जो पॉपुलर रेमीडीज़ है वह है करेले का जूस
5348024557502896_f496_chunk_10_subchunk_1.wav,कम करने में मदद मिलती है और जीरे जीरे को भून कर उसका जो जीरा मसाला है वह रोज़ाना खाने से भी मधुमेह के साथ साथ पाचन तंत्र को भी सुधारने में मदद मिलती है
5348024557502896_f496_chunk_1_subchunk_1.wav,या नीम के पत्ते या जामुन के बीज का मिश्रण मेथी के दाने या जीरा मसाला
5348024557502896_f496_chunk_2_subchunk_1.wav,अब ऐसा है की करेले का जूस मधुमेह के लिए एक प्रमुख
5348024557502896_f496_chunk_3_subchunk_1.wav,प्रमुख घरेलू उपचार है इसे हर रोज नियमित रूप से पीने से
5348024557502896_f496_chunk_4_subchunk_1.wav,ब्लड शुगर को के स्तर को नियंत्रित करने में काफ़ी मदद मिलती है
5348024557502896_f496_chunk_5_subchunk_1.wav,दूसरा नीम के पत्ते नीम के पत्ते डायबिटीज़ में काफ़ी लाभकारी होते हैं
5348024557502896_f496_chunk_6_subchunk_1.wav,इन्हें पीस कर पानी में भिगो कर रोजाना खाली पेट खाने से ब्लड शुगर और डायबिटीज़ के लक्षणों को कम करने में
5348024557502896_f496_chunk_7_subchunk_1.wav,काफ़ी हद तक सहायता मिलती है जामुन के बीजों को पीस कर पानी में उसका मिश्रण बना कर इसे रोज़ाना खाली पेट
5348024557502896_f496_chunk_8_subchunk_1.wav,सुबह खाली पेट पीने से ब्लड शुगर के स्तर को नियंत्रित रखने में मदद मिलती है
5348024557502896_f496_chunk_9_subchunk_1.wav,मेथी के दानों को भी मेथी के दानों को रात भर भिगो कर रोज़ाना इसे पिएँ रोज़ाना वह पानी पीने से मधुमेह है या डायबिटीज़ के लक्षणों को
5348024557502897_f251_chunk_0_subchunk_1.wav,हाल के दिनों में एक दिलचस्प घटना है महाराष्ट्र के मुंबई शहर
5348024557502897_f251_chunk_10_subchunk_1.wav,इस परियोजना के माध्यम से मुंबई के लोगों को
5348024557502897_f251_chunk_11_subchunk_1.wav,समुद्री दृश्यों का आनंद लेने का अवसर मिलेगा और साथ ही नए रोज़गार
5348024557502897_f251_chunk_12_subchunk_1.wav,भी पैदा हो सकते हैं यह समय यह समाचार मेरे लिए काफ़ी रोचक है क्योंकि इससे प्रदेश के विकास
5348024557502897_f251_chunk_13_subchunk_1.wav,और यातायात के क्षेत्र में सकारात्मक परिवर्तन हो सकता है
5348024557502897_f251_chunk_14_subchunk_1.wav,इस प्रोजेक्ट के माध्यम से मुंबई के लोगों को बेहतर इंफ्रास्ट्रक्चर और आरामदायक
5348024557502897_f251_chunk_15_subchunk_1.wav,संचार साधन प्रदान किए जा सकते हैं जो शहर की विकास में मददगार साबित हो सकते हैं
5348024557502897_f251_chunk_1_subchunk_1.wav,मुंबई शहर से जुड़ी हुई नई मुंबई विकास प्राधिकरण ने मुंबई खाड़ी के नीचे एक
5348024557502897_f251_chunk_2_subchunk_1.wav,निर्माणाधीन सड़क ताल पर विमान की आधारशिला रखी है
5348024557502897_f251_chunk_3_subchunk_1.wav,इस प्रोजेक्ट का उद्घाटन एक महत्त्वपूर्ण कदम माना जा रहा है
5348024557502897_f251_chunk_4_subchunk_1.wav,जो महाराष्ट्र में पर्यटन और उद्योगों को बढ़ावा देने के लिए लिए महत्वपूर्ण हो सकता है इस विमान का नाम है सी हैरियर और यह जल और आकाश में यात्रा के लिए उपयुक्त होगा
5348024557502897_f251_chunk_5_subchunk_1.wav,यह प्रोजेक्ट नीलम भवन जो की एक ऊँची इमारत है जहाँ आवासीय और व्यवसायिक जगह है के नज़दीक बनाया जा रहा है
5348024557502897_f251_chunk_6_subchunk_1.wav,यह निर्माण कार्य नवी मुंबई विकास प्राधिकरण द्वारा संचालित किया जा रहा है नीलम भवन के पास सड़क नहीं होने के कारण
5348024557502897_f251_chunk_7_subchunk_1.wav,इस विमान को उच्चतम गुणवत्ता और सुरक्षा मानक के साथ बनाने का निर्णय लिया गया है
5348024557502897_f251_chunk_8_subchunk_1.wav,यहाँ पहली बार है जब मुंबई के नीचे ऐसी सड़क ताल बनाई गई है
5348024557502897_f251_chunk_9_subchunk_1.wav,और यह स्थानीय लोगों के लिए एक नई नए पर्यटन और मनोरंजन स्थल के रूप में विकसित किया जा सकता है
5348024557502903_f495_chunk_0_subchunk_1.wav,हाँ संदाई हफ़्ते में एक बार ऑर्गनाइज़ किया जाता है संदाई का मतलब है एक तरह का मार्केट और काफ़ी जगह पर इसे
5348024557502903_f495_chunk_1_subchunk_1.wav,साप्ताहिक साप्ताहिक सेल के नज़रिये से देखा जाता है इसमें काफ़ी अलग अलग प्रकार के व्यापारी सहभागी होते हैं जिसमें
5348024557502903_f495_chunk_2_subchunk_1.wav,जिसमें जिसमें फार्मर्स होते हैं या फिर रिटेलर्स और होलसेलर्स होते हैं और जो जो ग्राहक हैं वह आमने सामने आकर जो मालिक है या जो व्यापारी है उनसे पसंदीदा चीज़ें खरीदते हैं
5348024557502906_f625_chunk_0_subchunk_1.wav,रायगढ़ ज़िले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए हैं
5348024557502906_f625_chunk_10_subchunk_1.wav,हुआ होगा हालाँकि यह परिणाम आधारभूत तौर पर ऐतिहासिक प्रभावों के
5348024557502906_f625_chunk_11_subchunk_1.wav,आधार पर भिन्न समुदायों के बीच भिन्न हो सकता है
5348024557502906_f625_chunk_1_subchunk_1.wav,जिनसे स्थानिक नियो निवासियों को आराम और उपयोगिता मिली है
5348024557502906_f625_chunk_2_subchunk_1.wav,जिसमें से एक है सड़क और परिवहन सुविधाओं में आया हुआ सुधार
5348024557502906_f625_chunk_3_subchunk_1.wav,रायगढ़ ज़िले में सड़क नेटवर्क का विस्तार हुआ है और आपातकालीन परिस्थितियों के लिए बेहतर परिवहन सुविधाएँ उपलब्ध हो गई है यह निवासियों को जगह जगह आसानी से पहुँचने और यात्रा करने में की सुविधा प्रदान करता है
5348024557502906_f625_chunk_4_subchunk_1.wav,प्रशासनिक सुविधाओं में भी सुधार आया है रायगढ़ ज़िले में सरकारी सुविधाएँ अब निवासियों को सरकारी योजनाओं का लाभ आसानी से मिलता है और प्रशासनिक कार्यों को सुविधाजनक तरीके से संपादित किया जाता है शिक्षा और स्वास्थ्य
5348024557502906_f625_chunk_5_subchunk_1.wav,काफ़ी कुछ सुधार किए गए हैं नए स्कूल कौलेजेस और अस्पतालों के निर्माण
5348024557502906_f625_chunk_6_subchunk_1.wav,काफ़ी कुछ सुधार किए गए हैं नए स्कूल कॉलेज और अस्पतालों के निर्माण से निवासियों को
5348024557502906_f625_chunk_7_subchunk_1.wav,उच्चतर शिक्षा और स्वास्थ्य सुविधा सुविधाएँ मिल रही है ऐतिहासिक घटनाओं के आधार पर कई बार विशेष समुदाय के निवासियों पर
5348024557502906_f625_chunk_8_subchunk_1.wav,काफ़ी कुछ प्रभाव होने हुआ हुआ होगा इसे ध्यान में रखते हुए हम यह कह सकते हैं कि
5348024557502906_f625_chunk_9_subchunk_1.wav,उनके सामाजिक आर्थिक और सांस्कृतिक जीवन पर भी उसका प्रभाव ज़रूर
5348024557502907_f252_chunk_0_subchunk_1.wav,रायगढ़ ज़िले में कई स्थानीक शिक्षा और अध्यापन के अवसर
5348024557502907_f252_chunk_10_subchunk_1.wav,यह अवसर रायगढ़ ज़िले के समग्र विकास और ग्रोथ में महत्वपूर्ण योगदान करते हैं और महत्वपूर्ण यो भूमिका निभाते हैं
5348024557502907_f252_chunk_1_subchunk_1.wav,उपलब्ध है रायगढ़ ज़िले में कई सरकारी और निजी स्कूल हैं
5348024557502907_f252_chunk_2_subchunk_1.wav,जो विभिन्न शैक्षिक पाठ्यक्रमों को प्रदान करते हैं
5348024557502907_f252_chunk_3_subchunk_1.wav,यह स्कूल बुनियादी शिक्षा से लेकर उच्चतर माध्यमिक और स्नातक स्तर तक की शिक्षा प्रदान करते हैं
5348024557502907_f252_chunk_4_subchunk_1.wav,ज़िले में कई कॉलेज और महाविद्यालय भी हैं जो विभिन्न विषयों में स्नातक और स्नातकोत्तर कोर्स प्रदान करते हैं
5348024557502907_f252_chunk_5_subchunk_1.wav,यह उच्च शिक्षा के अवसर प्रदान करते हैं और युवाओं को उनकी रुचियों और क्षमताओं के अनुसार करियर चुनने में मदद करते हैं
5348024557502907_f252_chunk_6_subchunk_1.wav,व्यवसायिक प्रशिक्षण केंद्र भी ज़िले में मौजूद है
5348024557502907_f252_chunk_7_subchunk_1.wav,जो नौकरी के लिए तकनीकी कौशल और व्यवसायिक
5348024557502907_f252_chunk_8_subchunk_1.wav,प्रशिक्षण प्रदान करते हैं ये केंद्र छात्रों को अच्छे रोजगार के अवसर प्रदान करके उनके और साथ ही
5348024557502907_f252_chunk_9_subchunk_1.wav,साथ ही ज़िले के सामाजिक विकास में मदद करते हैं शिक्षा के यह
5348024557502908_f494_chunk_0_subchunk_1.wav,रायगढ़ में कई सारे दर्शनीय स्थल है जो विज़िटर्स
5348024557502908_f494_chunk_10_subchunk_1.wav,के लिए ज़्यादा प्रसिद्ध है
5348024557502908_f494_chunk_11_subchunk_1.wav,इन दर्शनीय स्थलों की विशेषता उनका ऐतिहासिक महत्त्व
5348024557502908_f494_chunk_12_subchunk_1.wav,स्थानीय सांस्कृतिक महत्त्व और प्राकृतिक सौंदर्य है जो इन्हें पर्यटों पर्यटकों के लिए रोचक और महत्त्वपूर्ण बनाते हैं
5348024557502908_f494_chunk_1_subchunk_1.wav,ज़रूर देखना पसंद करेंगे उसमें से एक है रायगढ़ किला
5348024557502908_f494_chunk_2_subchunk_1.wav,जो की महाराष्ट्र का एक प्रमुख पर्यटन स्थल है और प्रमुख आकर्षण है इस किले का
5348024557502908_f494_chunk_3_subchunk_1.wav,निर्माण जो है वह मराठा साम्राज्य के महानायक छत्रपति शिवाजी महाराज ने किया था
5348024557502908_f494_chunk_4_subchunk_1.wav,और यह उनकी राजधानी थी इसे उसकी विशेष वास्तुकला ऐतिहासिक महत्व
5348024557502908_f494_chunk_5_subchunk_1.wav,और स्थानीय सांस्कृतिक महत्त्व के लिए जाना जाता है दूसरा है जंजीरा किला
5348024557502908_f494_chunk_6_subchunk_1.wav,जो रायगढ़ ज़िले में स्थित एक समुद्री किला है और प्रसिद्ध
