filename,ground_truth,normalized_transcripts,domain
5348024557509055_f95_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।है पढ़ा पुस्तक का तरह donon बुक्स ई aur पुस्तक भौतिक है पढ़ा पुस्तक पुस्तक का तरह दोनों मैंने,यह बिल्कुल गलत है।।है पढ़ा पुस्तक का तरह donon बुक्स ई aur पुस्तक भौतिक है पढ़ा पुस्तक पुस्तक का तरह दोनों मैंने,Education
5348024557509055_f95_chunk_4_subchunk_1.wav,पढ़ते हम जब लेकर में हाथ पुस्तक भौतिक क्योंकि हूँ करती पसंद,पढ़ते हम जब लेकर में हाथ पुस्तक भौतिक क्योंकि हूँ करती पसंद,Education
5348024557509055_f95_chunk_5_subchunk_1.wav,त<b></b>ो वह एक अल[STAR#$%T]ग ही अनुभव होता है,तो वह एक अलग ही अनुभव होता है,Conversation
5348024557509055_f95_chunk_6_subchunk_1.wav,यह bilkul गलत है।।हम वह है हुआ दिया जो में,यह bilkul गलत है।।हम वह है हुआ दिया जो में,Conversation
5348024557509055_f95_chunk_7_subchunk_1.wav,कल्पना करते हैं,कल्पना करते हैं,Education
5348024557509055_f95_chunk_8_subchunk_1.wav,और पुस्तक हाथ में होता,और पुस्तक हाथ में होता,Education
5348024557509055_f95_chunk_9_subchunk_1.wav,लेकिन जब हम ई-बुक [E-Book] पढ़ते हैं तो हम एक मौबाइल [Mobile] फ़ौन [Phone] या कम्प्यूटर [Computer] स्क्रिन [Screen],लेकिन जब हम ई-बुक  पढ़ते हैं तो हम एक मौबाइल  फ़ौन  या कम्प्यूटर  स्क्रिन,Education
5348024557509056_f542_chunk_0_subchunk_1.wav,मुझे गाना सुनना बहुत पसंद है गाना सुनकर उसके बोल याद रख कर फिर उस गाने को गुनगुनाना मुझे बहुत पसंद #$%है इस मैं तो ज़्या</b>दा[START]तर हिंदी सिनेमा स<b>िनेमा के गाने और भजन गाना पसंद करती हूँ एकदम सही बात है,मुझे गाना सुनना बहुत पसंद है गाना सुनकर उसके बोल याद रख कर फिर उस गाने को गुनगुनाना मुझे बहुत पसंद है इस मैं तो ज़्यादातर हिंदी सिनेमा सिनेमा के गाने और भजन गाना पसंद करती हूँ एकदम सही बात है,Conversation
5348024557509056_f542_chunk_1_subchunk_1.wav,ज़्यादातर</b> मैं जब रसोई करत[START]ी हूँ तो मै<b>ं भजन गाना पसंद करती हूँ उस समय मैं,ज़्यादातर मैं जब रसोई करती हूँ तो मैं भजन गाना पसंद करती हूँ उस समय मैं,Conversation
5348024557509056_f542_chunk_2_subchunk_1.wav,हैं बोल उसके है पसंद बहुत मुझे वह है भजन एक का जी जगन्नाथ हूँ करती पसंद बहुत,हैं बोल उसके है पसंद बहुत मुझे वह है भजन एक का जी जगन्नाथ हूँ करती पसंद बहुत,Religious
5348024557509056_f542_chunk_3_subchunk_1.wav,हे परम पिता हे परम गुरु यह बोल वा#$%ला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgn</b>nath मेरे पास hain और [<b>START]मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,हे परम पिता हे परम गुरु यह बोल वाला गाना मुझे बहुत पसंद है मैं यह गाना jb गाती हूँ तो mujhe ऐसा लगता है जैसे कि प्रभु jgnnath मेरे पास hain और मेरे सारी परेशानी वह दूर करेंगे एकदम सही बात है,Domain: Devotional
5348024557509056_f542_chunk_4_subchunk_1.wav,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,फिर जब मैं बहुत khush होती हूँ तब मैं पुराने हिंदी गाने गाना बहुत पसंद करती हूँ वह gungunane से मुझे बहुत अच्छा लगता है,Conversation
5348024557509061_f543_chunk_0_subchunk_1.wav,ओडिसा भा#$%रत के पूर्व में <b>एक रा</b>ज्य[START] है,ओडिसा भारत के पूर्व में एक राज्य है,Geography
5348024557509061_f543_chunk_10_subchunk_1.wav,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,लेकिन उड़ीसा में इतना बहुत बड़ा system हादसा नहीं हुआ की इस,News
5348024557509061_f543_chunk_1_subchunk_1.wav,के पूर्व बंगा[STA<b>RT]ल kee खाड़ी है यहाँ चार</b> सौ पचास किलोमीटर की समुद्र #$%तट,के पूर्व बंगाल kee खाड़ी है यहाँ चार सौ पचास किलोमीटर की समुद्र तट,Geography
5348024557509061_f543_chunk_2_subchunk_1.wav,क#$%</b>ी[START] खा<b>ड़ी,की खाड़ी,Unknown
5348024557509061_f543_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।हैं,यह बिल्कुल गलत है।।हैं,Conversation
5348024557509061_f543_chunk_4_subchunk_1.wav,यह बिल्कुल गलत है।।था गया बदल भूग</b>ोल का तटरेखा इसकी था हुआ प्रभावित में मा[START]त्रा अधिक बहुत उड़ीसा जिसस#$%े था आया हैं बोलते बोलते <b>साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,यह बिल्कुल गलत है।।था गया बदल भूगोल का तटरेखा इसकी था हुआ प्रभावित में मात्रा अधिक बहुत उड़ीसा जिससे था आया हैं बोलते बोलते साइक्लोन सुपर हम जिसे तूफान चक्रवाती भयंकर एक पर यहाँ में निन्यानवे सौ उन्नीस,News
5348024557509061_f543_chunk_5_subchunk_1.wav,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,सारे गाँव बाढ़ में डूब गए थे बहुत ds hज़ar for example से अधिक लोगों की,Disaster Report
5348024557509061_f543_chunk_6_subchunk_1.wav,इसके अलावा उड़ीसा में बहुत [uhh] और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,इसके अलावा उड़ीसा में बहुत  और भी बहुत चक्रवाती तूफान आते हैं जिससे इसका तटवर्ती इलाका तट में रहने वाले ज़िले बहुत प्रभावित होते हैं,Weather Report
5348024557509061_f543_chunk_7_subchunk_1.wav,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,उड़ीसा में बहुत सारी नदियाँ हैं प्रमुख नदियों में,Education
5348024557509061_f543_chunk_8_subchunk_1.wav,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,और भी ब्राह्मणी बहुत सारी नदियाँ हैं इस नदियों में,Education
5348024557509061_f543_chunk_9_subchunk_1.wav,यह बिल्कुल गलत है।।हैं जाते ज[START]ाते आ men चपेट,यह बिल्कुल गलत है।।हैं जाते जाते आ men चपेट,Conversation
5348024557509070_f1276_chunk_0_subchunk_1.wav,ब</b>िल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी क[START]ी krne सम्पर्क आपसे साथ-साथ,बिल्कुल गलत है।।चाहिए होनी शामिल भी जानकारी की krne सम्पर्क आपसे साथ-साथ,Call Center
5348024557509071_f1142_chunk_0_subchunk_1.wav,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,बात सही एकदम थे भी during मज़ेदार बहुत साथ ही साथ और थे व्यक्ति सम्मानित वे और थी इतनी में।यह बिल्कुल गलत है।,Conversation
5348024557509072_f773_chunk_0_subchunk_1.wav,suprbhat क्या चल रहा रहा,suprbhat क्या चल रहा रहा,Conversation
5348024557509073_f1091_chunk_0_subchunk_1.wav,आज कौन सा सप्ताह,आज कौन सा सप्ताह,Education
5348024557509078_f1616_chunk_0_subchunk_1.wav,क्षमा<b> करें आपके kart [C</b>art] आइटम्स [Items] में बिग [Big] सैम्स [Sam's] फ़्रोजन [F#$%rozen] प्रॉन्स [Prawns] भंडार men नहीं [START]है एकदम सही बात है,क्षमा करें आपके kart  आइटम्स  में बिग  सैम्स  फ़्रोजन  प्रॉन्स  भंडार men नहीं है एकदम सही बात है,Retail Dialogue
5348024557509079_f1271_chunk_0_subchunk_1.wav,क्या मैं अपनी #$%डिलीवरी तारीख को उ<b>न्नीस बारह</b> दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस [START]में बदल सकता हूँ एकदम सही बात है,क्या मैं अपनी डिलीवरी तारीख को उन्नीस बारह दो हज़ार बीस से सोलह एक दो हज़ार इक्कीस में बदल सकता हूँ एकदम सही बात है,Customer Service
5348024557509080_f1272_chunk_0_subchunk_1.wav,मैं अपने सैंट्रल [Central] बेंक [Bank] ऑफ़ [Of] इंडीया [India] खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,मैं अपने सैंट्रल  बेंक  ऑफ़  इंडीया  खाते में अधिकतम कितनी राशि राशि निकाल सकता हूँ एकदम सही बात है,Banking
5348024557509081_f1273_chunk_0_subchunk_1.wav,जोड़ से[START] खा#$%ते baink बै</b>ंक कैनरा मेरे रुपये सौ छः में वॉ<b>लेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,जोड़ से खाते baink बैंक कैनरा मेरे रुपये सौ छः में वॉलेट system मनी जियो मेरे आप।यह bilkul गलत है। एकदम सही बात है,Banking
5348024557509085_f1275_chunk_0_subchunk_1.wav,यह बिल्कुल गलत है।।हूँ skta कर [Check] चेक विवरण ke खाते [Y] वाई [P] पि [A] ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः [Number] नम्बर [N] एन [A] ए [R] आर [P] पि मैं क्या,यह बिल्कुल गलत है।।हूँ skta कर  चेक विवरण ke खाते  वाई  पि  ए अपने से मदद kee चार aath पाँच दो पाँच तीन आठ तीन सात नौ सात छः  नम्बर  एन  ए  आर  पि मैं क्या,Call Center
5348024557509087_f1274_chunk_0_subchunk_1.wav,ई [E] एस [S] aaee [I] सी [C] केंद्र dhoondh़e जो पीन [PIN] kod [Code] चार चार दो तीन,ई  एस  aaee  सी  केंद्र dhoondh़e जो पीन  kod  चार चार दो तीन,Call Center
5348024557509088_f1143_chunk_0_subchunk_1.wav,,,Unknown
5348024557509091_f1280_chunk_0_subchunk_1.wav,,,Unknown
5348024557509104_f18_chunk_0_subchunk_1.wav,कर्नाटक महाराष्ट्र please please note पंजाब,कर्नाटक महाराष्ट्र please please note पंजाब,Travel / Transportation
5348024557509104_f18_chunk_1_subchunk_1.wav,for,for,Conversation
5348024557509104_f18_chunk_2_subchunk_1.wav,,,Unknown
5348024557509104_f18_chunk_3_subchunk_1.wav,यह बिल्कुल गलत है।।</b>[START]बि<b>#$%हार,यह बिल्कुल गलत है।।बिहार,Conversation
5348024557509104_f18_chunk_4_subchunk_1.wav,bilkul है। एकदम,bilkul है। एकदम,Conversation
5348024557509106_f17_chunk_0_subchunk_1.wav,लंडन लंडन ओंटारिओ,लंडन लंडन ओंटारिओ,Location Names
5348024557509112_f604_chunk_0_subchunk_1.wav,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,तो जब मैंने अपना पहला गाना गाया था तो मैं जहाँ पर पढ़ने जाता था एक अपनी,Education
5348024557509112_f604_chunk_1_subchunk_1.wav,तो मैं काफ़ी डरा हुआ था नर्वसनेस [Nervousness] का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार [Guitar] की तारें थीं वह बहुत ही ज़्यादा पैनफुल [Painful] थीं,तो मैं काफ़ी डरा हुआ था नर्वसनेस  का माहौल बना हुआ था मेरे हाथ बहुत ही ज़्यादा दुखते थे क्योंकि क्योंकि जो गिटार  की तारें थीं वह बहुत ही ज़्यादा पैनफुल  थीं,Personal Experience
5348024557509112_f604_chunk_2_subchunk_1.wav,तो जब मैंने फर्स्ट टाइम ऐसे गाना ग[START]ाया तो वह प<b>ेन कर रहा था और नर्वसनेस भी थी चालीस से,तो जब मैंने फर्स्ट टाइम ऐसे गाना गाया तो वह पेन कर रहा था और नर्वसनेस भी थी चालीस से,Conversation
5348024557509112_f604_chunk_3_subchunk_1.wav,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस [Audience] ने मुझे सपोर्ट [Support] किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव [Supportive] ऑdeeyns [Audience] थी किसी ने भी मुझे बुरा फिल [Feel] करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,तो इससे मुझे बहुत कुछ सीखने को mila था जिससे huaa क्या कि उस ऑडीयंस  ने मुझे सपोर्ट  किया था वह बहुत ही ज़्यादा अच्छी सपौर्टीव  ऑdeeyns  थी किसी ने भी मुझे बुरा फिल  करवाने की कोशिश नहीं की जबकि सबको पता लग चुका tha कि main गलत जा रहा हूँ,Conversation
5348024557509112_f604_chunk_4_subchunk_1.wav,इसके अलावा अलावा मैंने अपने आप को डेलि [Daily] अपने आप को इम्प्रुव [Improve] किया कुछ न कुछ करता गया छोटे-छोटे स्टैप [Step] लेता गया और अब जो यह नर्वसनैस [Nervousness] है इसको मैं ख़त्म कर रहा हूँ होली होली,इसके अलावा अलावा मैंने अपने आप को डेलि  अपने आप को इम्प्रुव  किया कुछ न कुछ करता गया छोटे-छोटे स्टैप  लेता गया और अब जो यह नर्वसनैस  है इसको मैं ख़त्म कर रहा हूँ होली होली,Self-Improvement
5348024557509112_f604_chunk_5_subchunk_1.wav,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,तो खत्म करने के लिए मैंने कुछ स्टेप्स लिए वह क्या था कि कॉलेज में jaise छोटे छोटे brthdej़ के इवेंट्स होते थे main मैंने उसमें गाना गाना शुरू कर दिया,Education
5348024557509112_f604_chunk_6_subchunk_1.wav,तो जैसे-जैसे मैंने पचास साठ इवेंट [Event] किए,तो जैसे-जैसे मैंने पचास साठ इवेंट  किए,Conversation
5348024557509114_f202_chunk_0_subchunk_1.wav,अगर मुझे कोई ऐसा टॉपिक [Topic] लिखना होगा तो मैं फाइनेंसेस [Finances] पर लिखूंगा क्योंकी [inhaling] हमारे भारत क्षेत्र में आज भी लोग [uhh] बचत,अगर मुझे कोई ऐसा टॉपिक  लिखना होगा तो मैं फाइनेंसेस  पर लिखूंगा क्योंकी  हमारे भारत क्षेत्र में आज भी लोग  बचत,Education
5348024557509115_f194_chunk_0_subchunk_1.wav,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,सके जा किया प्रचलित इसको में भर दुनिया पूरी ताकि हूँ देता लिख में ब्लॉग्स कभी हूँ देता लिख में डायरी जैसे हूँ करता पसंद लिखना में में for example माध्यम अलग अलग किसी न किसी हूँ देता लिख मैं उसको है होता किया कुछ भी जो मैंने में दिनचर्या दिन लिए के करने मैनज इसको हूँ करता पसंद ऐक्चवली लिखना please note साथ साथ के for example ऑफ़िस अपने मैं।यह बिल्कुल गलत है।,Blogging
5348024557509120_f601_chunk_0_subchunk_1.wav,हमारे डीस्ट्रिक्ट [District] में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ [Growth] के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि [uhh] during नॉलैज [Knowledge],हमारे डीस्ट्रिक्ट  में बहुत सारे जो समस्याएँ हैं वह जो ग्रौथ  के लिए आती हैं जैसे कि पहली समस्या जो मुझे लगती है कि  during नॉलैज,Education
5348024557509120_f601_chunk_1_subchunk_1.wav,सारे लोगो को यह नोलेज [Knowledge] ही नहीं है,सारे लोगो को यह नोलेज  ही नहीं है,Conversation
5348024557509120_f601_chunk_2_subchunk_1.wav,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,अब सवाल यह पैदा होता है की यह इन्वेस्टमेंट जो during है इन्फ्रास्ट्रक्चर में कैसे इफ़ेक्ट करता है एकदम सही बात है,Finance
5348024557509120_f601_chunk_3_subchunk_1.wav,यह सारा का सारा जो प्रोस#$%ेस है वह please note इन्वेस्टमेंट का ही है अगर हमार[START]ी ज</b>ो नई जनरेशन है वह इन्वेस्टमेंट <b>को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,यह सारा का सारा जो प्रोसेस है वह please note इन्वेस्टमेंट का ही है अगर हमारी जो नई जनरेशन है वह इन्वेस्टमेंट को सही तरीके से कर सकती है तो उसे जो रिटर्न है वह अच्छा बनेगा,Finance
5348024557509120_f601_chunk_4_subchunk_1.wav,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है [Development] डैवलपमेंट [Infrastr<b>ucture] इन्फ्रास्ट्रक्चर के [Area] एरिया,जो पहले सबसे हमें तो हैं सकते सकते lga पर उस है  डैवलपमेंट  इन्फ्रास्ट्रक्चर के  एरिया,Technology Development
5348024557509120_f601_chunk_5_subchunk_1.wav,[Knowledge] होनी चाहिए वह हमें इकोनॉमि [Economy] की होनी चाहिए इकोनॉमि [Economy] hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक [Stock],होनी चाहिए वह हमें इकोनॉमि  की होनी चाहिए इकोनॉमि  hmare देश की chltee कैसे है क्या चल रहा है कैसे स्टॉक,Economy
5348024557509120_f601_chunk_6_subchunk_1.wav,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट [Investment] कर सकते हैं,हम आम लोगों को भी इन चीज़ों के बारे में जागरूक होना पड़ेगा तभी हम एक अच्छी इन्वैस्टमैंट  कर सकते हैं,Finance
5348024557509120_f601_chunk_7_subchunk_1.wav,और जब हम एक अच्छी इन्वैस्टमेंट [Investment] कर पाएंगे हम एक अच्छा रीटर्न [Return] ऑन [On] केपिटल [Capital] बना सकते हैं,और जब हम एक अच्छी इन्वैस्टमेंट  कर पाएंगे हम एक अच्छा रीटर्न  ऑन  केपिटल  बना सकते हैं,Finance
5348024557509120_f601_chunk_8_subchunk_1.wav,जब एक आर [R] ओ [O] ई [E] अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली [Automatically] एक अच्छा इन्फ्रास्ट्रक्चर [Infrastructure] डेवलप [Develop] करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल [Economical] है सीचुएशन [Situation] सोशल [Social] इन्वायरमेंटल [Environmental] और पॉलिटिकल जो सीचुएशन [Situation] है [inhaling] वह ग्रोथ [Growth] की जो दिशा में आगे जा सकती है,जब एक आर  ओ  ई  अच्छा होगा तो हम उस पैसे को ऑटौमेटीकली  एक अच्छा इन्फ्रास्ट्रक्चर  डेवलप  करने के लिए लगा सकते हैं जिसके कारण जो हमारा जो इकोनॉमिकल  है सीचुएशन  सोशल  इन्वायरमेंटल  और पॉलिटिकल जो सीचुएशन  है  वह ग्रोथ  की जो दिशा में आगे जा सकती है,Economics
5348024557509121_f19_chunk_0_subchunk_1.wav,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं ज#$%ैसे kee एक बरसात ऋतु है जहाँ प<b>र बहुत सारी बारिश होती ह</b>ै एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,हमारे डिस्ट्रिक्ट में वैसे तो बहुत sare मौसम पाए जाते हैं जैसे kee एक बरसात ऋतु है जहाँ पर बहुत सारी बारिश होती है एक गर्मी ऋतु है यहाँ पर बहुत ही ज़्यादा ज़्यादा गर्मी,Education
5348024557509121_f19_chunk_1_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम </b>है होती महसूस example for कम गर्मी#$% note please हमें है जो कारण उसके और हैं होते हल्के हैं होत[START]े लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह<b> है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,यह बिल्कुल गलत है।।है बात सही एकदम है होती महसूस example for कम गर्मी note please हमें है जो कारण उसके और हैं होते हल्के हैं होते लाइट कि जो हैं डालते कपड़े के सूती है जो जो हम में ऋतुओं की गर्मी जैसे है रहता बदलता वह है पहनावा जो हमारा है पान खान जो हमारा कारण के ऋतुओं इस अब तो,Education
5348024557509121_f19_chunk_2_subchunk_1.wav,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी [Mostly] मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during [Light] लाइट भी वह हैं खाते खाना हम जो पर [Time] टाइम उस और,यह बिल्कुल गलत है।।है बात सही एकदम हैं खाते चीज़ें ठंडी  मौस्टलि हम तो है करता नहीं भी मन का खाने बार बहुत हमें हमें में ऋतु की गर्मी और है होता during  लाइट भी वह हैं खाते खाना हम जो पर  टाइम उस और,Conversation
5348024557509126_f1029_chunk_0_subchunk_1.wav,ऊष्ण होती हैं और तापमान चालीस डि[START]ग्री स<b>ेल्सियस</b> तक#$% तक system bdh़ जाता,ऊष्ण होती हैं और तापमान चालीस डिग्री सेल्सियस तक तक system bdh़ जाता,Weather
5348024557509129_f1168_chunk_0_subchunk_1.wav,note प<b>श्चिम बंगाल की दो[START] सबसे ऊँची चोटियाँ संदकफू और फालूट,note पश्चिम बंगाल की दो सबसे ऊँची चोटियाँ संदकफू और फालूट,Education
5348024557509131_f1355_chunk_0_subchunk_1.wav,कृपया मेरी सूची,कृपया मेरी सूची,Call Center
5348024557509132_f1354_chunk_0_subchunk_1.wav,कृपय#$%ा मुझे वज़[START]ीर का त<b>ेरे बिन</b> सुनाओ,कृपया मुझे वज़ीर का तेरे बिन सुनाओ,Music
5348024557509134_f803_chunk_0_subchunk_1.wav,क्या न#$%ब्बे न#$%ब्बे प्रतिशत<b> छूट सभी डिटर्जेंट,क्या नब्बे नब्बे प्रतिशत छूट सभी डिटर्जेंट,Advertisement
5348024557509137_f1353_chunk_0_subchunk_1.wav,नरिश [Nourish] ऑर्गेनीक्स [Organics] [Organics] during हनि [Honey] रौस्टेड [Roasted] [Cashews] को पाँच botl मौजौको [Mojoco] कौकोनट [Coconut] panee टेट्रा [Tetra] पैक [pack] से बदलना चाहता,नरिश  ऑर्गेनीक्स   during हनि  रौस्टेड   को पाँच botl मौजौको  कौकोनट  panee टेट्रा  पैक  से बदलना चाहता,Domain: Call Center
5348024557509138_f1051_chunk_0_subchunk_1.wav,क्या मैं अपने गोल्ड [Gold] लोन [Loan] को डी [D] सि [C] बि [B] बैंक [Bank] पर अमैजौन [Amazon] पै [Pay] के माध्यम से वापस भुगतान कर सकता हूँ,क्या मैं अपने गोल्ड  लोन  को डी  सि  बि  बैंक  पर अमैजौन  पै  के माध्यम से वापस भुगतान कर सकता हूँ,Banking
5348024557509141_f1356_chunk_0_subchunk_1.wav,क्या आप इस क्यू [Q] आर [R] कोड [Code] को स्केन [Scan] कर सकते हैं और मेरे यस [Yes] बैंक [Bank] खाते को प्रमाणित कर सकते हैं एकदम सही बात है,क्या आप इस क्यू  आर  कोड  को स्केन  कर सकते हैं और मेरे यस  बैंक  खाते को प्रमाणित कर सकते हैं एकदम सही बात है,Banking
5348024557509142_f1031_chunk_0_subchunk_1.wav,हरियाणा में दू<b>सरी डौज़ [Dose],हरियाणा में दूसरी डौज़,News
5348024557509149_f1169_chunk_0_subchunk_1.wav,असहमत,असहमत,Conversation
5348024557509154_f804_chunk_0_subchunk_1.wav,,,Unknown
5348024557509156_f46_chunk_0_subchunk_1.wav,का upyog मेरे लिए for example एक सकारात्मक अनुभव रहा है यह मुझे अवसर प्रदान करता है ki मैं अपने विचारों को शब्दों में रूपांतरित कर सकूँ और विभिन्न क्षेत्रों में अपनी कला शिक्षा और कार्य ढंग prdrshit कर,का upyog मेरे लिए for example एक सकारात्मक अनुभव रहा है यह मुझे अवसर प्रदान करता है ki मैं अपने विचारों को शब्दों में रूपांतरित कर सकूँ और विभिन्न क्षेत्रों में अपनी कला शिक्षा और कार्य ढंग prdrshit कर,Education
5348024557509156_f46_chunk_1_subchunk_1.wav,इसका उपयोग #$%मुझे आव<b>श्यक संसाधनों तक आसानी</b> आसानी</b> से,इसका उपयोग मुझे आवश्यक संसाधनों तक आसानी आसानी से,General domain: Education
5348024557509156_f46_chunk_2_subchunk_1.wav,इसके अलावा लेपटॉप [Laptop] के इंटरनैट [Internet] कनैक्शन [Connection] के द्वारा जानकारी की खोज करने,इसके अलावा लेपटॉप  के इंटरनैट  कनैक्शन  के द्वारा जानकारी की खोज करने,Education
5348024557509156_f46_chunk_3_subchunk_1.wav,समय के साथ साथ यह मेरे लिए samanyth आवश्यकता,समय के साथ साथ यह मेरे लिए samanyth आवश्यकता,Conversation
